ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
32411	"ENSG00000101019.17"	"UQCC1"	chr20	-	33980038	33980080	33971840	33971936	33981894	33981999	32411	0,0	87,90	9,0	115,134	140	99	0.04673053209	0.863246326594	0.0,0.0	0.052,0.0	-0.026
35042	"ENSG00000179912.15"	"R3HDM2"	chr12	-	57686354	57686432	57682791	57682823	57689181	57689262	35042	7,1	3,2	9,13	0,1	176	99	0.0466536277917	0.863246326594	0.568,0.22	1.0,0.88	-0.546
36444	"ENSG00000124164.11"	"VAPB"	chr20	+	57014000	57014081	57009657	57009761	57015962	57016139	36444	138,132	0,0	195,190	0,9	179	99	0.0466941218235	0.863246326594	1.0,1.0	1.0,0.921	0.039
42385	"ENSG00000158526.7"	"TSR2"	chrX	+	54467122	54467213	54466833	54466935	54469832	54469924	42385	185,128	3,2	193,184	0,0	189	99	0.0467096029268	0.863246326594	0.97,0.971	1.0,1.0	-0.03
57637	"ENSG00000176393.6"	"RNPEP"	chr1	+	201969029	201969227	201966446	201966682	201970503	201970616	57637	127,149	2,3	164,170	0,0	197	99	0.0466835441102	0.863246326594	0.97,0.961	1.0,1.0	-0.034
60524	"ENSG00000156990.10"	"RPUSD3"	chr3	-	9880715	9880855	9879848	9879891	9881867	9882019	60524	455,387	27,17	391,529	11,17	197	99	0.0465175360735	0.863246326594	0.894,0.92	0.947,0.94	-0.036
62570	"ENSG00000196313.7"	"POM121"	chr7	+	72411355	72411532	72410952	72411055	72412375	72414061	62570	51,42	7,10	46,32	2,2	197	99	0.0467301591064	0.863246326594	0.785,0.679	0.92,0.889	-0.173
63872	"ENSG00000181061.9"	"HIGD1A"	chr3	-	42835648	42835781	42827519	42827654	42845927	42845980	63872	1499,1092	7,13	1740,1596	17,30	197	99	0.0467630177817	0.863468379101	0.991,0.977	0.981,0.964	0.012
39472	"ENSG00000186480.8"	"INSIG1"	chr7	+	155095534	155095595	155094456	155094556	155099950	155100670	39472	2,7	94,157	57,41	510,697	159	99	0.0467886230263	0.863563247037	0.013,0.027	0.065,0.035	-0.03
20145	"ENSG00000100038.15"	"TOP3B"	chr22	-	22313958	22314108	22313503	22313604	22314692	22314821	20145	109,134	4,0	179,178	0,0	197	99	0.0468276428532	0.863905512576	0.932,1.0	1.0,1.0	-0.034
19614	"ENSG00000147168.8"	"IL2RG"	chrX	-	70328470	70328545	70328126	70328196	70329077	70329240	19614	8,7	2,1	35,28	0,2	173	99	0.0469156791946	0.865151370882	0.696,0.8	1.0,0.889	-0.197
47189	"ENSG00000078269.9"	"SYNJ2"	chr6	+	158510870	158510979	158509691	158509804	158513957	158514136	47189	87,66	6,0	70,109	0,0	197	99	0.0469395496418	0.865213402572	0.879,1.0	1.0,1.0	-0.06
22049	"ENSG00000124486.8"	"USP9X"	chrX	+	41031090	41031211	41029722	41029872	41043250	41043381	22049	138,186	0,4	259,229	0,0	197	99	0.0469611634884	0.865233803451	1.0,0.959	1.0,1.0	-0.02
3031	"ENSG00000213983.7"	"AP1G2"	chr14	-	24030504	24030640	24029463	24029627	24030720	24030844	3031	118,81	1,4	110,136	0,0	197	99	0.0470114401661	0.865782053028	0.983,0.911	1.0,1.0	-0.053
33958	"ENSG00000138316.6"	"ADAMTS14"	chr10	+	72503821	72503945	72503303	72503437	72504981	72505062	33958	29,12	3,0	58,79	0,1	197	99	0.0470415839084	0.865959209539	0.829,1.0	1.0,0.975	-0.073
36023	"ENSG00000136492.4"	"BRIP1"	chr17	-	59861179	59861268	59858200	59858366	59861630	59861785	36023	2,4	2,8	2,0	12,10	187	99	0.047084861957	0.866377887348	0.346,0.209	0.081,0.0	0.237
65193	"ENSG00000100376.7"	"FAM118A"	chr22	+	45719957	45720033	45719055	45719308	45723722	45724122	65193	2,3	51,34	10,18	69,84	174	99	0.0471150494379	0.866555434125	0.022,0.048	0.076,0.109	-0.057
45857	"ENSG00000050130.13"	"JKAMP"	chr14	+	59953398	59953522	59951286	59951311	59954391	59954546	45857	13,11	1,3	13,21	8,14	197	99	0.0471593674503	0.866992606302	0.867,0.648	0.45,0.43	0.318
14273	"ENSG00000178773.10"	"CPNE7"	chr16	+	89657534	89657668	89657414	89657466	89661774	89661831	14273	13,4	5,10	18,28	3,7	197	99	0.0473385041884	0.869906867908	0.566,0.167	0.751,0.668	-0.343
22764	"ENSG00000185838.9"	"GNB1L"	chr22	-	19808750	19808898	19799817	19799970	19841965	19842366	22764	283,232	1,0	107,218	3,2	197	99	0.0474515230813	0.870887174325	0.993,1.0	0.947,0.982	0.032
34364	"ENSG00000156831.3"	"NSMCE2"	chr8	+	126114292	126114388	126104085	126104200	126114558	126114729	34364	113,120	6,11	208,177	8,5	194	99	0.0474295766247	0.870887174325	0.906,0.848	0.93,0.948	-0.062
54585	"ENSG00000185043.6"	"CIB1"	chr15	-	90775450	90775679	90774588	90774739	90776900	90776935	54585	289,262	9,15	428,439	11,9	197	99	0.0474537735536	0.870887174325	0.942,0.898	0.951,0.961	-0.036
29202	"ENSG00000134910.8"	"STT3A"	chr11	+	125465775	125465898	125462713	125462813	125466953	125467014	29202	164,173	12,3	243,289	4,6	197	99	0.0474843535794	0.871069498357	0.873,0.967	0.968,0.96	-0.044
18248	"ENSG00000013561.13"	"RNF14"	chr5	+	141350268	141350294	141348659	141348732	141353147	141353201	18248	5,1	5,0	1,0	10,7	124	99	0.0475586216259	0.871559378701	0.444,1.0	0.074,0.0	0.685
31861	"ENSG00000070413.14"	"DGCR2"	chr22	-	19028570	19028782	19025349	19026634	19029319	19029472	31861	22,23	2,3	42,41	1,0	197	99	0.0476556571545	0.871559378701	0.847,0.794	0.955,1.0	-0.157
31976	"ENSG00000205937.7"	"RNPS1"	chr16	-	2305585	2305727	2304029	2304064	2312278	2312432	31976	529,579	8,4	416,506	2,0	197	99	0.0476537265533	0.871559378701	0.971,0.986	0.991,1.0	-0.017
39087	"ENSG00000136485.10"	"DCAF7"	chr17	+	61660862	61661073	61657185	61657304	61662572	61662690	39087	274,217	7,5	314,308	2,3	197	99	0.0476409138373	0.871559378701	0.952,0.956	0.987,0.981	-0.03
50271	"ENSG00000106290.10"	"TAF6"	chr7	-	99711238	99711392	99710971	99711028	99711490	99711577	50271	296,239	3,3	267,343	0,0	197	99	0.047585334074	0.871559378701	0.98,0.976	1.0,1.0	-0.022
59853	"ENSG00000072422.12"	"RHOBTB1"	chr10	-	62695970	62696042	62671108	62671310	62701561	62701612	59853	3,4	7,2	2,3	15,16	170	99	0.0476195899306	0.871559378701	0.2,0.538	0.072,0.098	0.284
63258	"ENSG00000167635.7"	"ZNF146"	chr19	+	36709027	36709097	36705997	36706057	36719649	36719721	63258	72,38	8,16	137,134	12,14	168	99	0.0475668721068	0.871559378701	0.841,0.583	0.871,0.849	-0.148
37003	"ENSG00000114982.13"	"KANSL3"	chr2	-	97263817	97263897	97260895	97261368	97267379	97267513	37003	3,7	21,16	2,4	36,34	178	99	0.0477282825801	0.872509401482	0.074,0.196	0.03,0.061	0.09
2110	"ENSG00000136824.14"	"SMC2"	chr9	+	106898128	106898341	106896695	106896856	106900298	106900446	2110	0,3	28,29	0,0	64,49	197	99	0.047785207679	0.872793715321	0.0,0.049	0.0,0.0	0.025
57646	"ENSG00000176393.6"	"RNPEP"	chr1	+	201969029	201969200	201966532	201966682	201970503	201970616	57646	129,149	2,3	164,170	0,0	197	99	0.0477837726446	0.872793715321	0.97,0.961	1.0,1.0	-0.034
15723	"ENSG00000108179.9"	"PPIF"	chr10	+	81112024	81112148	81111222	81111339	81113462	81115093	15723	297,256	4,3	365,412	2,0	197	99	0.0478383827426	0.873386864853	0.974,0.977	0.989,1.0	-0.019
4181	"ENSG00000011198.3"	"ABHD5"	chr3	+	43759162	43759349	43756501	43756550	43759934	43760541	4181	282,243	4,3	503,509	2,2	197	99	0.047909529703	0.874059769422	0.973,0.976	0.992,0.992	-0.018
61340	"ENSG00000163539.11"	"CLASP2"	chr3	-	33605455	33605458	33602299	33602463	33612218	33612282	61340	19,18	2,2	29,37	0,0	101	99	0.0479166725131	0.874059769422	0.903,0.898	1.0,1.0	-0.099
4080	"ENSG00000060339.9"	"CCAR1"	chr10	+	70516029	70516240	70515126	70515293	70517050	70517134	4080	92,82	1,2	162,131	9,11	197	99	0.0479603495853	0.874478422516	0.979,0.954	0.9,0.857	0.088
37032	"ENSG00000139370.6"	"SLC15A4"	chr12	-	129294487	129294656	129293940	129294018	129299319	129299615	37032	37,34	2,12	52,35	3,0	197	99	0.0479883682742	0.874611332279	0.903,0.587	0.897,1.0	-0.204
42383	"ENSG00000158526.7"	"TSR2"	chrX	+	54467122	54467324	54466833	54466935	54469832	54469924	42383	145,109	3,2	151,156	0,0	197	99	0.048016662621	0.874749149096	0.96,0.965	1.0,1.0	-0.038
10078	"ENSG00000148950.5"	"IMMP1L"	chr11	-	31495270	31495333	31484718	31484852	31531065	31531179	10078	7,6	64,50	11,19	54,68	161	99	0.0480399505769	0.874795681804	0.063,0.069	0.111,0.147	-0.063
14387	"ENSG00000249915.3"	"PDCD6"	chr5	+	306716	306875	304291	304336	311407	311517	14387	459,408	9,3	737,704	6,2	197	99	0.048175832642	0.875036775049	0.962,0.986	0.984,0.994	-0.015
2143	"ENSG00000166199.8"	"ALKBH3"	chr11	+	43923065	43923275	43911311	43911378	43940587	43940686	2143	38,37	1,4	71,47	0,0	197	99	0.0481407067158	0.875036775049	0.95,0.823	1.0,1.0	-0.114
22069	"ENSG00000170889.9"	"RPS9"	chr19	+	54710143	54710592	54705354	54705477	54711265	54711512	22069	806,568	23,15	1047,1119	52,42	197	99	0.0481776267643	0.875036775049	0.946,0.95	0.91,0.931	0.027
43313	"ENSG00000179222.13"	"MAGED1"	chrX	+	51637371	51637445	51636628	51636851	51638148	51638856	43313	69,66	0,0	42,78	1,5	172	99	0.0481635716479	0.875036775049	1.0,1.0	0.96,0.9	0.07
64087	"ENSG00000036672.11"	"USP2"	chr11	-	119243416	119244231	119230893	119230944	119252182	119252436	64087	40,46	1,0	23,30	4,2	197	99	0.0481489149443	0.875036775049	0.953,1.0	0.743,0.883	0.163
900	"ENSG00000204120.10"	"GIGYF2"	chr2	+	233599126	233599196	233568133	233568199	233599864	233599948	900	5,6	16,18	17,13	20,17	168	99	0.0480950596221	0.875036775049	0.156,0.164	0.334,0.311	-0.163
21926	"ENSG00000267243.1"	"AC005307.3"	chr19	-	28944750	28944842	28928547	28928625	28957308	28957687	21926	1,3	111,81	13,16	195,224	190	99	0.0483291008563	0.877410251002	0.005,0.019	0.034,0.036	-0.023
51255	"ENSG00000151092.12"	"NGLY1"	chr3	-	25819191	25819331	25805619	25805802	25820064	25820179	51255	2,4	81,83	0,0	133,118	197	99	0.048379198268	0.877941992827	0.012,0.024	0.0,0.0	0.018
17690	"ENSG00000106682.10"	"EIF4H"	chr7	+	73604576	73604636	73604151	73604248	73609070	73609208	17690	227,122	575,434	219,183	736,796	158	99	0.0484492702899	0.878457933851	0.198,0.15	0.157,0.126	0.032
9058	"ENSG00000131043.7"	"AAR2"	chr20	+	34824811	34824888	34824386	34824425	34827742	34828547	9058	5,2	22,9	1,1	21,28	175	99	0.0484333222221	0.878457933851	0.114,0.112	0.026,0.02	0.09
21678	"ENSG00000122126.11"	"OCRL"	chrX	+	128718320	128718344	128710293	128710529	128720978	128721095	21678	6,7	11,14	4,2	13,26	122	99	0.0484991770927	0.878985085866	0.307,0.289	0.2,0.059	0.168
58544	"ENSG00000163110.10"	"PDLIM5"	chr4	+	95506136	95506154	95497093	95497185	95506715	95506888	58544	16,12	176,174	7,6	160,179	116	99	0.048552804237	0.87957918264	0.072,0.056	0.036,0.028	0.032
37640	"ENSG00000181396.8"	"OGFOD3"	chr17	-	80350521	80350575	80350090	80350410	80356071	80356195	37640	7,5	17,9	5,5	24,34	152	99	0.048636277033	0.880102863325	0.211,0.266	0.119,0.087	0.136
38858	"ENSG00000123243.10"	"ITIH5"	chr10	-	7651382	7651457	7627863	7628032	7657944	7658061	38858	4,1	17,28	0,1	40,38	173	99	0.0487041264847	0.880102863325	0.119,0.02	0.0,0.015	0.062
39283	"ENSG00000000460.12"	"C1orf112"	chr1	+	169811557	169811680	169806067	169806253	169812814	169812910	39283	82,52	2,4	88,68	0,0	197	99	0.0486719084942	0.880102863325	0.954,0.867	1.0,1.0	-0.09
42027	"ENSG00000140525.13"	"FANCI"	chr15	+	89788837	89788939	89787203	89787264	89790859	89790957	42027	1,2	29,7	8,13	28,29	197	99	0.0487640832663	0.880102863325	0.017,0.126	0.126,0.184	-0.083
45007	"ENSG00000114978.13"	"MOB1A"	chr2	-	74386217	74386381	74379654	74383772	74392344	74392478	45007	239,281	3,6	302,369	0,3	197	99	0.0487903061556	0.880102863325	0.976,0.959	1.0,0.984	-0.024
46631	"ENSG00000080845.13"	"DLGAP4"	chr20	+	35093667	35093770	35089870	35089913	35125107	35125253	46631	3,0	15,7	0,1	27,34	197	99	0.0487521404235	0.880102863325	0.091,0.0	0.0,0.015	0.038
49370	"ENSG00000124279.7"	"FASTKD3"	chr5	-	7866758	7868309	7866010	7866096	7869091	7869115	49370	12,17	7,4	22,16	19,20	197	99	0.0487220408293	0.880102863325	0.463,0.681	0.368,0.287	0.245
53896	"ENSG00000159461.10"	"AMFR"	chr16	-	56439115	56439156	56438879	56438953	56441875	56442028	53896	38,29	2,0	78,102	0,0	139	99	0.0487462617652	0.880102863325	0.931,1.0	1.0,1.0	-0.034
57497	"ENSG00000168488.14"	"ATXN2L"	chr16	+	28843816	28843888	28843525	28843720	28844137	28844208	57497	170,143	13,15	313,272	21,9	170	99	0.0487723541586	0.880102863325	0.884,0.847	0.897,0.946	-0.056
57698	"ENSG00000150455.9"	"TIRAP"	chr11	+	126161319	126161421	126160697	126160856	126162371	126163139	57698	0,0	15,7	3,4	5,12	197	99	0.0487020582883	0.880102863325	0.0,0.0	0.232,0.143	-0.188
40342	"ENSG00000270136.1"	"MINOS1-NBL1"	chr1	+	19949967	19950077	19923560	19923603	19952880	19952970	40342	152,110	8,0	234,226	1,3	197	99	0.048871770052	0.881195607707	0.905,1.0	0.992,0.974	-0.03
30450	"ENSG00000214135.4"	"AC024560.3"	chr3	-	197349057	197349201	197348574	197348739	197350090	197350253	30450	28,22	27,29	64,45	34,35	197	99	0.0489293449242	0.881856865033	0.343,0.276	0.486,0.393	-0.13
15505	"ENSG00000160741.12"	"CRTC2"	chr1	-	153923735	153924142	153921590	153921860	153924493	153924738	15505	296,283	0,0	230,305	4,2	197	99	0.0490971089812	0.88231863225	1.0,1.0	0.967,0.987	0.023
22128	"ENSG00000140455.12"	"USP3"	chr15	+	63822696	63822789	63796792	63797029	63824845	63824906	22128	0,0	32,23	6,2	36,29	191	99	0.0491057647988	0.88231863225	0.0,0.0	0.08,0.035	-0.058
24284	"ENSG00000164828.13"	"SUN1"	chr7	+	889156	889240	888140	888252	889559	889670	24284	40,30	1,0	46,54	8,5	182	99	0.0491392061902	0.88231863225	0.956,1.0	0.758,0.855	0.171
33383	"ENSG00000105983.15"	"LMBR1"	chr7	-	156529186	156529309	156526870	156526951	156549086	156549159	33383	3,0	40,22	0,0	66,58	197	99	0.0490130277135	0.88231863225	0.036,0.0	0.0,0.0	0.018
41922	"ENSG00000064313.7"	"TAF2"	chr8	-	120757120	120757276	120756527	120756633	120758944	120759174	41922	16,33	35,41	36,39	28,39	197	99	0.0491431737246	0.88231863225	0.187,0.288	0.393,0.334	-0.126
46546	"ENSG00000105669.8"	"COPE"	chr19	-	19014076	19014232	19011189	19011258	19015579	19015661	46546	103,103	9,1	107,155	3,0	197	99	0.049079308539	0.88231863225	0.852,0.981	0.947,1.0	-0.057
50280	"ENSG00000109911.13"	"ELP4"	chr11	+	31709208	31709250	31671662	31671769	31804940	31805319	50280	2,0	10,9	0,0	27,32	140	99	0.0491204395679	0.88231863225	0.124,0.0	0.0,0.0	0.062
62838	"ENSG00000179409.6"	"GEMIN4"	chr17	-	653053	653149	650479	651272	655372	655425	62838	3,0	28,15	8,7	21,29	194	99	0.0490301001799	0.88231863225	0.052,0.0	0.163,0.11	-0.111
7626	"ENSG00000170142.7"	"UBE2E1"	chr3	+	23850184	23850387	23848727	23848912	23852950	23853001	7626	11,15	427,365	10,6	503,469	197	99	0.0491259842481	0.88231863225	0.013,0.02	0.01,0.006	0.009
62860	"ENSG00000169919.12"	"GUSB"	chr7	-	65444385	65444542	65441001	65441189	65445210	65445396	62860	58,33	3,0	96,145	1,0	197	99	0.049311092086	0.884956868266	0.907,1.0	0.98,1.0	-0.036
28376	"ENSG00000132819.12"	"RBM38"	chr20	+	55974983	55975024	55968334	55968389	55982598	55984389	28376	4,3	112,66	0,0	68,88	139	99	0.0493451004337	0.885190679209	0.025,0.031	0.0,0.0	0.028
42731	"ENSG00000176407.13"	"KCMF1"	chr2	+	85241058	85241176	85198215	85198590	85255011	85255179	42731	0,4	28,14	0,0	26,39	197	99	0.0494110639097	0.885997283671	0.0,0.126	0.0,0.0	0.063
43815	"ENSG00000104731.9"	"KLHDC4"	chr16	-	87764157	87764250	87760370	87760530	87782278	87782415	43815	162,152	2,0	128,112	8,0	191	99	0.0494424847386	0.886184076504	0.977,1.0	0.892,1.0	0.042
25429	"ENSG00000129292.16"	"PHF20L1"	chr8	+	133837279	133837402	133836248	133836305	133837508	133837616	25429	2,1	28,19	3,13	28,26	197	99	0.0494777029446	0.886378902955	0.035,0.026	0.051,0.201	-0.096
42694	"ENSG00000110958.11"	"PTGES3"	chr12	-	57059415	57060050	57058559	57058584	57064058	57064148	42694	605,681	2,17	954,900	5,8	197	99	0.0494953710505	0.886378902955	0.993,0.953	0.99,0.983	-0.013
23952	"ENSG00000103353.11"	"UBFD1"	chr16	+	23573526	23573592	23570788	23570997	23573945	23574051	23952	68,57	2,1	121,117	0,0	164	99	0.0496296208276	0.886562806402	0.954,0.972	1.0,1.0	-0.037
26997	"ENSG00000113328.14"	"CCNG1"	chr5	+	162869379	162869583	162869084	162869149	162870679	162870898	26997	166,152	3,1	305,313	0,1	197	99	0.0495686133258	0.886562806402	0.965,0.987	1.0,0.994	-0.021
30323	"ENSG00000015532.5"	"XYLT2"	chr17	+	48432214	48432417	48431768	48431944	48432861	48432942	30323	6,8	2,0	41,33	0,0	197	99	0.0496317156978	0.886562806402	0.601,1.0	1.0,1.0	-0.2
40898	"ENSG00000092140.10"	"G2E3"	chr14	+	31050281	31050322	31028365	31028478	31055923	31056021	40898	36,64	2,7	80,94	1,4	139	99	0.0495810186394	0.886562806402	0.928,0.867	0.983,0.944	-0.066
5588	"ENSG00000132199.14"	"ENOSF1"	chr18	-	677742	677872	677344	677444	678695	678737	5588	46,39	3,3	72,53	0,1	197	99	0.0496003379778	0.886562806402	0.885,0.867	1.0,0.964	-0.106
56689	"ENSG00000175449.9"	"RFESD"	chr5	+	94988882	94988918	94987840	94988035	94989764	94989940	56689	9,21	27,18	15,19	53,70	134	99	0.049559449819	0.886562806402	0.198,0.463	0.173,0.167	0.161
16129	"ENSG00000169180.7"	"XPO6"	chr16	-	28220307	28220376	28192261	28192352	28222686	28223241	16129	4,5	48,45	4,3	79,117	167	99	0.0496860923549	0.886687007097	0.047,0.062	0.029,0.015	0.033
51165	"ENSG00000155366.12"	"RHOC"	chr1	-	113247721	113247790	113246265	113246428	113249699	113249755	51165	91,75	67,43	149,137	120,153	167	99	0.0497227308208	0.886687007097	0.446,0.508	0.424,0.347	0.092
55453	"ENSG00000134369.11"	"NAV1"	chr1	+	201754437	201754479	201752533	201752980	201755556	201755705	55453	2,6	0,1	30,22	0,0	140	99	0.0497209478415	0.886687007097	1.0,0.809	1.0,1.0	-0.095
58177	"ENSG00000065833.7"	"ME1"	chr6	-	84108085	84108235	84061782	84061858	84117486	84117620	58177	15,5	2,0	44,39	0,0	197	99	0.0496861139724	0.886687007097	0.79,1.0	1.0,1.0	-0.105
12456	"ENSG00000230724.5"	"LINC01001"	chr11	-	134889	134947	133613	133778	138046	138111	12456	40,38	14,15	104,92	23,18	156	99	0.0497478450267	0.886760066484	0.645,0.617	0.742,0.764	-0.122
11516	"ENSG00000110768.7"	"GTF2H1"	chr11	+	18345782	18345843	18344093	18344287	18347493	18347700	11516	6,9	11,8	9,15	4,6	159	99	0.0498010080757	0.886793097101	0.254,0.412	0.583,0.609	-0.263
20133	"ENSG00000100038.15"	"TOP3B"	chr22	-	22314022	22314108	22313503	22313604	22314692	22314821	20133	47,62	4,0	83,95	0,0	184	99	0.0498017129447	0.886793097101	0.863,1.0	1.0,1.0	-0.069
7754	"ENSG00000112110.5"	"MRPL18"	chr6	+	160211017	160211092	160210843	160210920	160211971	160212158	7754	284,333	76,66	169,240	62,69	173	99	0.0498127521836	0.886793097101	0.681,0.743	0.609,0.666	0.075
5919	"ENSG00000115204.10"	"MPV17"	chr2	-	27535860	27535941	27535546	27535639	27545314	27545389	5919	36,32	19,17	54,51	15,15	179	99	0.0498872297183	0.887744410069	0.512,0.51	0.666,0.653	-0.148
30609	"ENSG00000137822.8"	"TUBGCP4"	chr15	+	43677591	43677706	43675500	43675702	43677988	43678114	30609	6,0	34,44	2,0	66,64	197	99	0.0499093627193	0.887763841422	0.081,0.0	0.015,0.0	0.033
47344	"ENSG00000164609.5"	"SLU7"	chr5	-	159844118	159844265	159842131	159842317	159846029	159846088	47344	6,1	30,25	5,2	83,69	197	99	0.0499372048639	0.887884765115	0.091,0.02	0.029,0.014	0.034
19230	"ENSG00000060237.12"	"WNK1"	chr12	+	977031	978270	971248	971436	980430	980514	19230	22,30	65,78	66,39	89,88	197	99	0.0500169023696	0.888552903064	0.145,0.162	0.271,0.182	-0.073
23465	"ENSG00000101972.14"	"STAG2"	chrX	+	123095635	123095706	123095163	123095285	123156380	123156521	23465	103,83	0,3	179,168	0,0	169	99	0.0499968400098	0.888552903064	1.0,0.942	1.0,1.0	-0.029
48117	"ENSG00000100281.9"	"HMGXB4"	chr22	+	35659974	35660089	35659788	35659867	35660640	35661596	48117	24,15	21,18	28,32	17,13	197	99	0.0501716948144	0.890178363166	0.365,0.295	0.453,0.553	-0.173
49523	"ENSG00000171204.8"	"TMEM126B"	chr11	+	85340175	85340306	85339662	85339732	85342188	85342360	49523	29,41	111,124	45,28	172,199	197	99	0.050167717796	0.890178363166	0.116,0.142	0.116,0.066	0.038
49922	"ENSG00000123415.10"	"SMUG1"	chr12	-	54581602	54581689	54577439	54577743	54582734	54582758	49922	3,1	12,4	7,6	2,7	185	99	0.0501662487907	0.890178363166	0.118,0.118	0.652,0.314	-0.365
10723	"ENSG00000144199.7"	"FAHD2B"	chr2	-	97751435	97751598	97749905	97750014	97751875	97751935	10723	92,84	0,4	145,115	0,0	197	99	0.0504499419179	0.890993700042	1.0,0.913	1.0,1.0	-0.043
14828	"ENSG00000099622.9"	"CIRBP"	chr19	+	1271119	1271245	1270926	1271035	1271327	1271466	14828	130,94	2,5	268,221	2,3	197	99	0.0503903727884	0.890993700042	0.97,0.904	0.985,0.974	-0.042
16866	"ENSG00000148337.15"	"CIZ1"	chr9	-	130950141	130950213	130942999	130943078	130952607	130952723	16866	375,381	19,9	242,338	14,23	170	99	0.0504035790352	0.890993700042	0.92,0.961	0.91,0.895	0.038
25225	"ENSG00000125744.7"	"RTN2"	chr19	-	45992603	45992811	45992105	45992244	45996417	45996636	25225	16,12	17,14	33,31	14,20	197	99	0.0503753994962	0.890993700042	0.321,0.301	0.542,0.438	-0.179
37843	"ENSG00000119403.9"	"PHF19"	chr9	-	123628305	123628374	123627987	123628108	123629147	123629243	37843	67,46	2,0	153,143	0,0	167	99	0.0502470009689	0.890993700042	0.952,1.0	1.0,1.0	-0.024
38765	"ENSG00000140374.11"	"ETFA"	chr15	-	76584959	76585041	76584771	76584854	76587931	76588078	38765	273,242	2,4	466,428	2,0	180	99	0.0503983105909	0.890993700042	0.987,0.971	0.992,1.0	-0.017
40819	"ENSG00000185437.9"	"SH3BGR"	chr21	+	40871748	40871841	40847060	40847141	40880924	40880954	40819	45,22	2,0	127,120	0,1	191	99	0.0502804460917	0.890993700042	0.921,1.0	1.0,0.984	-0.031
48614	"ENSG00000188917.10"	"TRMT2B"	chrX	-	100276956	100277051	100276089	100276304	100278458	100278605	48614	39,53	5,4	60,48	1,1	193	99	0.0504391689753	0.890993700042	0.8,0.872	0.969,0.961	-0.129
49890	"ENSG00000117676.9"	"RPS6KA1"	chr1	+	26882027	26882116	26881641	26881712	26883144	26883209	49890	110,112	2,6	135,144	0,2	187	99	0.0504231955594	0.890993700042	0.967,0.908	1.0,0.974	-0.049
58276	"ENSG00000140632.12"	"GLYR1"	chr16	-	4871547	4871580	4871380	4871454	4872875	4872932	58276	17,9	54,53	18,23	48,43	131	99	0.0502941487887	0.890993700042	0.192,0.114	0.221,0.288	-0.102
61373	"ENSG00000115568.11"	"ZNF142"	chr2	-	219516423	219517023	219515223	219515249	219520872	219521126	61373	16,16	4,0	16,11	10,5	197	99	0.050447527858	0.890993700042	0.668,1.0	0.446,0.525	0.349
1280	"ENSG00000196547.10"	"MAN2A2"	chr15	+	91450015	91450143	91449682	91449727	91450538	91450749	1280	284,281	0,6	339,316	0,0	197	99	0.0509276418916	0.891009772877	1.0,0.959	1.0,1.0	-0.02
16281	"ENSG00000172534.9"	"HCFC1"	chrX	-	153226992	153227099	153225685	153225865	153227672	153227757	16281	187,155	3,2	182,220	0,0	197	99	0.0505992313197	0.891009772877	0.969,0.975	1.0,1.0	-0.028
18822	"ENSG00000198393.3"	"ZNF26"	chr12	+	133564250	133564354	133562950	133563459	133583627	133583754	18822	2,2	0,0	1,4	2,1	197	99	0.0509158240169	0.891009772877	1.0,1.0	0.201,0.668	0.566
19169	"ENSG00000162910.14"	"MRPL55"	chr1	-	228296137	228296209	228295935	228296019	228296655	228296717	19169	7,7	60,28	7,17	33,33	170	99	0.0509592908154	0.891009772877	0.064,0.127	0.11,0.231	-0.075
19615	"ENSG00000147168.8"	"IL2RG"	chrX	-	70328448	70328545	70328126	70328196	70329077	70329240	19615	34,20	2,1	102,81	0,2	195	99	0.0509095426455	0.891009772877	0.896,0.91	1.0,0.954	-0.074
20670	"ENSG00000178538.5"	"CA8"	chr8	-	61144842	61144938	61121308	61121478	61178483	61178608	20670	55,79	0,1	55,52	4,3	194	99	0.0509037946097	0.891009772877	1.0,0.976	0.875,0.898	0.101
21759	"ENSG00000136122.11"	"BORA"	chr13	+	73305418	73305525	73303063	73303231	73312099	73312181	21759	28,18	1,2	18,17	5,5	197	99	0.0509852990345	0.891009772877	0.934,0.819	0.644,0.631	0.239
24661	"ENSG00000188895.7"	"MSL1"	chr17	+	38287789	38287837	38285497	38285880	38288286	38288351	24661	70,61	4,2	92,98	10,14	146	99	0.0508062822265	0.891009772877	0.922,0.954	0.862,0.826	0.094
25842	"ENSG00000174652.13"	"ZNF266"	chr19	-	9529484	9529571	9529180	9529307	9529726	9529965	25842	0,0	4,12	3,3	4,6	185	99	0.0508204887253	0.891009772877	0.0,0.0	0.286,0.211	-0.248
27992	"ENSG00000144559.6"	"TAMM41"	chr3	-	11868191	11868279	11858561	11858811	11871187	11871384	27992	5,4	24,28	2,0	29,33	186	99	0.0505762293121	0.891009772877	0.1,0.071	0.035,0.0	0.068
279	"ENSG00000168970.16"	"JMJD7-PLA2G4B"	chr15	+	42121301	42121395	42120314	42120386	42126937	42127091	279	7,0	36,15	2,2	43,61	192	99	0.0505992679297	0.891009772877	0.091,0.0	0.023,0.017	0.025
