Feature	Cell Line	RBP	Position	Avg. |SHAP|
SERBP1_1	K562	SERBP1	1	0.0009949836800474936
SERBP1_2	K562	SERBP1	2	0.06656509154829486
SERBP1_3	K562	SERBP1	3	0.029003636806669553
SERBP1_4	K562	SERBP1	4	0.06592943452029343
SERBP1_5	K562	SERBP1	5	0.033509793366900964
SERBP1_6	K562	SERBP1	6	0.0
SF3A3_1	HepG2	SF3A3	1	0.022968043240870862
SF3A3_2	HepG2	SF3A3	2	0.0
SF3A3_3	HepG2	SF3A3	3	0.4835982661321347
SF3A3_4	HepG2	SF3A3	4	0.0
SF3A3_5	HepG2	SF3A3	5	0.4196775469569519
SF3A3_6	HepG2	SF3A3	6	0.01995655390246104
SF3B1_1	K562	SF3B1	1	0.0
SF3B1_2	K562	SF3B1	2	0.0
SF3B1_3	K562	SF3B1	3	0.0
SF3B1_4	K562	SF3B1	4	
SF3B1_5	K562	SF3B1	5	0.05715091856090362
SF3B1_6	K562	SF3B1	6	
SF3B4_1	HepG2	SF3B4	1	0.006926590715535177
SF3B4_1	K562	SF3B4	1	0.03541433781520724
SF3B4_2	HepG2	SF3B4	2	0.13791235024020784
SF3B4_2	K562	SF3B4	2	0.06587873434387226
SF3B4_3	HepG2	SF3B4	3	0.8102562766914849
SF3B4_3	K562	SF3B4	3	1.0683039521552804
SF3B4_4	HepG2	SF3B4	4	0.504098024885386
SF3B4_4	K562	SF3B4	4	0.05601799435562356
SF3B4_5	HepG2	SF3B4	5	0.2483326691238609
SF3B4_5	K562	SF3B4	5	0.22545772301503797
SF3B4_6	HepG2	SF3B4	6	0.0
SF3B4_6	K562	SF3B4	6	0.007522566843959967
SFPQ_1	HepG2	SFPQ	1	0.0
SFPQ_2	HepG2	SFPQ	2	0.0
SFPQ_3	HepG2	SFPQ	3	0.5659679969151815
SFPQ_4	HepG2	SFPQ	4	0.0
SFPQ_5	HepG2	SFPQ	5	0.0
SFPQ_6	HepG2	SFPQ	6	0.0
SLBP_1	K562	SLBP	1	0.0
SLBP_2	K562	SLBP	2	0.0
SLBP_3	K562	SLBP	3	
SLBP_4	K562	SLBP	4	
SLBP_5	K562	SLBP	5	
SLBP_6	K562	SLBP	6	0.0
SLTM_1	HepG2	SLTM	1	0.0
SLTM_1	K562	SLTM	1	0.11355615780876205
SLTM_2	HepG2	SLTM	2	0.050132012736101295
SLTM_2	K562	SLTM	2	0.001241643199639971
SLTM_3	HepG2	SLTM	3	0.0
SLTM_3	K562	SLTM	3	0.5097286068039499
SLTM_4	HepG2	SLTM	4	0.0
SLTM_4	K562	SLTM	4	0.00675083688621396
SLTM_5	HepG2	SLTM	5	0.0
SLTM_5	K562	SLTM	5	0.0766202796073187
SLTM_6	HepG2	SLTM	6	0.0
SLTM_6	K562	SLTM	6	0.0036495553002515364
SMNDC1_1	HepG2	SMNDC1	1	0.12878668599350507
SMNDC1_1	K562	SMNDC1	1	0.014061730909898042
SMNDC1_2	HepG2	SMNDC1	2	0.0
SMNDC1_2	K562	SMNDC1	2	0.02946554350637598
SMNDC1_3	HepG2	SMNDC1	3	0.0
SMNDC1_3	K562	SMNDC1	3	0.011384563703795782
SMNDC1_4	HepG2	SMNDC1	4	0.0
SMNDC1_4	K562	SMNDC1	4	0.36515581121801116
SMNDC1_5	HepG2	SMNDC1	5	0.009880595184414252
SMNDC1_5	K562	SMNDC1	5	0.02071898477857332
SMNDC1_6	HepG2	SMNDC1	6	0.0
SMNDC1_6	K562	SMNDC1	6	0.004026208586898246
SND1_1	HepG2	SND1	1	0.03065583746682461
SND1_1	K562	SND1	1	0.17718816560276682
SND1_2	HepG2	SND1	2	0.15947103579229518
SND1_2	K562	SND1	2	0.216542539414146
SND1_3	HepG2	SND1	3	1.088642879307084
SND1_3	K562	SND1	3	1.2547257303021278
SND1_4	HepG2	SND1	4	1.4132669263203488
SND1_4	K562	SND1	4	1.2945175925305992
SND1_5	HepG2	SND1	5	0.0430749160061637
SND1_5	K562	SND1	5	0.0359509400338662
SND1_6	HepG2	SND1	6	0.010815012503934213
SND1_6	K562	SND1	6	0.015496002437094964
SRSF1_1	HepG2	SRSF1	1	0.09853652114575417
SRSF1_1	K562	SRSF1	1	0.09592380786379623
SRSF1_2	HepG2	SRSF1	2	0.2642805297907216
SRSF1_2	K562	SRSF1	2	0.0863203196828512
SRSF1_3	HepG2	SRSF1	3	0.16064911151405356
SRSF1_3	K562	SRSF1	3	0.3696439552100751
SRSF1_4	HepG2	SRSF1	4	0.0613511616266522
SRSF1_4	K562	SRSF1	4	0.8709125658089436
SRSF1_5	HepG2	SRSF1	5	0.06003622008186057
SRSF1_5	K562	SRSF1	5	0.0207975498879413
SRSF1_6	HepG2	SRSF1	6	0.007896436234001564
SRSF1_6	K562	SRSF1	6	0.1741338421648086
SRSF7_1	HepG2	SRSF7	1	0.0
SRSF7_1	K562	SRSF7	1	0.014767485851389837
SRSF7_2	HepG2	SRSF7	2	0.0
SRSF7_2	K562	SRSF7	2	0.13792371103430495
SRSF7_3	HepG2	SRSF7	3	0.0
SRSF7_3	K562	SRSF7	3	0.052555811500857
SRSF7_4	HepG2	SRSF7	4	0.12543380353258643
SRSF7_4	K562	SRSF7	4	0.12862306761743367
SRSF7_5	HepG2	SRSF7	5	0.0
SRSF7_5	K562	SRSF7	5	0.1481116897611662
SRSF7_6	HepG2	SRSF7	6	0.0018972140369231366
SRSF7_6	K562	SRSF7	6	0.0055799471474519274
SRSF9_1	HepG2	SRSF9	1	0.14921117549942386
SRSF9_1	K562	SRSF9	1	0.36769041900016086
SRSF9_2	HepG2	SRSF9	2	0.0
SRSF9_2	K562	SRSF9	2	0.00606981874728871
SRSF9_3	HepG2	SRSF9	3	0.0
SRSF9_3	K562	SRSF9	3	0.0
SRSF9_4	HepG2	SRSF9	4	0.026520171649984003
SRSF9_4	K562	SRSF9	4	0.0
SRSF9_5	HepG2	SRSF9	5	0.0
SRSF9_5	K562	SRSF9	5	0.0
SRSF9_6	HepG2	SRSF9	6	0.0271227359109936
SRSF9_6	K562	SRSF9	6	0.0
SSB_1	HepG2	SSB	1	0.0
SSB_1	K562	SSB	1	0.00016550115561192962
SSB_2	HepG2	SSB	2	0.0
SSB_2	K562	SSB	2	0.0
SSB_3	HepG2	SSB	3	0.0
SSB_3	K562	SSB	3	0.0
SSB_4	HepG2	SSB	4	0.0
SSB_4	K562	SSB	4	0.0
SSB_5	HepG2	SSB	5	0.0
SSB_5	K562	SSB	5	0.01530785231250731
SSB_6	HepG2	SSB	6	0.0
SSB_6	K562	SSB	6	0.0
STAU2_1	HepG2	STAU2	1	0.0
STAU2_2	HepG2	STAU2	2	0.0
STAU2_3	HepG2	STAU2	3	0.0
STAU2_4	HepG2	STAU2	4	0.0
STAU2_5	HepG2	STAU2	5	0.0
STAU2_6	HepG2	STAU2	6	0.0
SUB1_1	HepG2	SUB1	1	0.0059872719151244525
SUB1_2	HepG2	SUB1	2	0.20561559763686224
SUB1_3	HepG2	SUB1	3	0.4309198476466895
SUB1_4	HepG2	SUB1	4	0.9680053434781068
SUB1_5	HepG2	SUB1	5	0.12438636397181313
SUB1_6	HepG2	SUB1	6	0.02753656839830318
SUGP2_1	HepG2	SUGP2	1	0.0
SUGP2_2	HepG2	SUGP2	2	0.0
SUGP2_3	HepG2	SUGP2	3	1.3688989559809366
SUGP2_4	HepG2	SUGP2	4	1.5595238715410233
SUGP2_5	HepG2	SUGP2	5	0.0
SUGP2_6	HepG2	SUGP2	6	0.0
SUPV3L1_1	HepG2	SUPV3L1	1	0.0
SUPV3L1_1	K562	SUPV3L1	1	
SUPV3L1_2	HepG2	SUPV3L1	2	0.0
SUPV3L1_2	K562	SUPV3L1	2	
SUPV3L1_3	HepG2	SUPV3L1	3	0.0
SUPV3L1_3	K562	SUPV3L1	3	0.0
SUPV3L1_4	HepG2	SUPV3L1	4	0.0
SUPV3L1_4	K562	SUPV3L1	4	
SUPV3L1_5	HepG2	SUPV3L1	5	0.0
SUPV3L1_5	K562	SUPV3L1	5	0.0
SUPV3L1_6	HepG2	SUPV3L1	6	0.012774440762921098
SUPV3L1_6	K562	SUPV3L1	6	0.0
TAF15_1	HepG2	TAF15	1	0.0
TAF15_1	K562	TAF15	1	0.0009758094695237506
TAF15_2	HepG2	TAF15	2	0.0
TAF15_2	K562	TAF15	2	0.0
TAF15_3	HepG2	TAF15	3	0.0
TAF15_3	K562	TAF15	3	0.0
TAF15_4	HepG2	TAF15	4	0.0
TAF15_4	K562	TAF15	4	0.0
TAF15_5	HepG2	TAF15	5	0.0
TAF15_5	K562	TAF15	5	0.0
TAF15_6	HepG2	TAF15	6	0.0
TAF15_6	K562	TAF15	6	0.0
TARDBP_1	HepG2	TARDBP	1	0.1744742902285523
TARDBP_1	K562	TARDBP	1	0.0002651246631825247
TARDBP_2	HepG2	TARDBP	2	0.0
TARDBP_2	K562	TARDBP	2	0.002059074771971903
TARDBP_3	HepG2	TARDBP	3	0.44953308829655475
TARDBP_3	K562	TARDBP	3	0.007366908733658622
TARDBP_4	HepG2	TARDBP	4	0.02032140218957353
TARDBP_4	K562	TARDBP	4	0.040336014929454066
TARDBP_5	HepG2	TARDBP	5	0.16420157678044453
TARDBP_5	K562	TARDBP	5	0.14413218558765947
TARDBP_6	HepG2	TARDBP	6	0.0
TARDBP_6	K562	TARDBP	6	0.01649564877622808
TBRG4_1	HepG2	TBRG4	1	
TBRG4_1	K562	TBRG4	1	0.016736549088007705
TBRG4_2	HepG2	TBRG4	2	
TBRG4_2	K562	TBRG4	2	0.029145516432490852
TBRG4_3	HepG2	TBRG4	3	
TBRG4_3	K562	TBRG4	3	0.0
TBRG4_4	HepG2	TBRG4	4	
TBRG4_4	K562	TBRG4	4	0.0
TBRG4_5	HepG2	TBRG4	5	
TBRG4_5	K562	TBRG4	5	0.0
TBRG4_6	HepG2	TBRG4	6	
TBRG4_6	K562	TBRG4	6	0.0
TIA1_1	HepG2	TIA1	1	0.0
TIA1_1	K562	TIA1	1	0.007173231450720368
TIA1_2	HepG2	TIA1	2	0.238703136912966
TIA1_2	K562	TIA1	2	0.17547670759916695
TIA1_3	HepG2	TIA1	3	0.006566777568629109
TIA1_3	K562	TIA1	3	0.07258507684657145
TIA1_4	HepG2	TIA1	4	0.16490139114619956
TIA1_4	K562	TIA1	4	0.028447568631378553
TIA1_5	HepG2	TIA1	5	0.0
TIA1_5	K562	TIA1	5	0.009733447733711468
TIA1_6	HepG2	TIA1	6	0.009675684679147149
TIA1_6	K562	TIA1	6	0.0874958681744115
TIAL1_1	HepG2	TIAL1	1	0.0
TIAL1_2	HepG2	TIAL1	2	0.06067025978449104
TIAL1_3	HepG2	TIAL1	3	0.0
TIAL1_4	HepG2	TIAL1	4	0.044299890707132444
TIAL1_5	HepG2	TIAL1	5	0.0
TIAL1_6	HepG2	TIAL1	6	0.06186169097759593
TRA2A_1	HepG2	TRA2A	1	0.13603263468094612
TRA2A_1	K562	TRA2A	1	0.034194796487759624
TRA2A_2	HepG2	TRA2A	2	0.17197329374464182
TRA2A_2	K562	TRA2A	2	0.4254005672670464
TRA2A_3	HepG2	TRA2A	3	0.011546765838747754
TRA2A_3	K562	TRA2A	3	0.17927663622222925
TRA2A_4	HepG2	TRA2A	4	0.04900714289102498
TRA2A_4	K562	TRA2A	4	0.023232834402656978
TRA2A_5	HepG2	TRA2A	5	0.03357212748294141
TRA2A_5	K562	TRA2A	5	0.006050808852431331
TRA2A_6	HepG2	TRA2A	6	0.008107264457221397
TRA2A_6	K562	TRA2A	6	0.2254082668973407
TROVE2_1	HepG2	TROVE2	1	0.0
TROVE2_1	K562	TROVE2	1	0.0
TROVE2_2	HepG2	TROVE2	2	0.04955429555848241
TROVE2_2	K562	TROVE2	2	0.29613515873581675
TROVE2_3	HepG2	TROVE2	3	0.0
TROVE2_3	K562	TROVE2	3	0.29631402630072373
TROVE2_4	HepG2	TROVE2	4	0.00540238408474008
TROVE2_4	K562	TROVE2	4	0.9642087662220001
TROVE2_5	HepG2	TROVE2	5	0.0054615509025632706
TROVE2_5	K562	TROVE2	5	0.04633973414361801
TROVE2_6	HepG2	TROVE2	6	0.0
TROVE2_6	K562	TROVE2	6	0.00023442775818693917
U2AF1_1	HepG2	U2AF1	1	0.011092046279247954
U2AF1_1	K562	U2AF1	1	0.01320725057608028
U2AF1_2	HepG2	U2AF1	2	0.3730543143040425
U2AF1_2	K562	U2AF1	2	0.014747939203569923
U2AF1_3	HepG2	U2AF1	3	0.1382081297363515
U2AF1_3	K562	U2AF1	3	0.012801703651949907
U2AF1_4	HepG2	U2AF1	4	0.45778229289604
U2AF1_4	K562	U2AF1	4	0.13066233025458843
U2AF1_5	HepG2	U2AF1	5	0.15962496488302239
U2AF1_5	K562	U2AF1	5	0.2696399121569383
U2AF1_6	HepG2	U2AF1	6	0.03275844591710439
U2AF1_6	K562	U2AF1	6	0.6290332435671963
U2AF2_1	HepG2	U2AF2	1	0.0021477643221314985
U2AF2_1	K562	U2AF2	1	0.011942525702386575
U2AF2_2	HepG2	U2AF2	2	0.21397630462923545
U2AF2_2	K562	U2AF2	2	0.000783880900915833
U2AF2_3	HepG2	U2AF2	3	0.10992647249915673
U2AF2_3	K562	U2AF2	3	0.02516209410022918
U2AF2_4	HepG2	U2AF2	4	0.30516040419867374
U2AF2_4	K562	U2AF2	4	0.010046448686167796
U2AF2_5	HepG2	U2AF2	5	0.1568211581749315
U2AF2_5	K562	U2AF2	5	0.02215207722098357
U2AF2_6	HepG2	U2AF2	6	0.04987133433238976
U2AF2_6	K562	U2AF2	6	0.060546711714407384
UCHL5_1	HepG2	UCHL5	1	0.015762446436567667
UCHL5_1	K562	UCHL5	1	0.01538802080874461
UCHL5_2	HepG2	UCHL5	2	0.4158963896522212
UCHL5_2	K562	UCHL5	2	0.20845284115863713
UCHL5_3	HepG2	UCHL5	3	0.10234017779377742
UCHL5_3	K562	UCHL5	3	1.117757612592074
UCHL5_4	HepG2	UCHL5	4	0.05490694095023843
UCHL5_4	K562	UCHL5	4	0.9231376662821512
UCHL5_5	HepG2	UCHL5	5	0.024184397323412692
UCHL5_5	K562	UCHL5	5	0.17360545859669074
UCHL5_6	HepG2	UCHL5	6	0.194699165021547
UCHL5_6	K562	UCHL5	6	0.08418306164376146
UPF1_1	HepG2	UPF1	1	0.0
UPF1_1	K562	UPF1	1	0.005132118367598144
UPF1_2	HepG2	UPF1	2	0.0
UPF1_2	K562	UPF1	2	0.005002777896681552
UPF1_3	HepG2	UPF1	3	0.0
UPF1_3	K562	UPF1	3	0.3497294622678726
UPF1_4	HepG2	UPF1	4	0.18400435523478845
UPF1_4	K562	UPF1	4	0.39535428790841254
UPF1_5	HepG2	UPF1	5	0.0006232459049686996
UPF1_5	K562	UPF1	5	0.036398698045828216
UPF1_6	HepG2	UPF1	6	0.009192861603959136
UPF1_6	K562	UPF1	6	0.030709364635162356
UTP18_1	HepG2	UTP18	1	0.0
UTP18_1	K562	UTP18	1	0.0
UTP18_2	HepG2	UTP18	2	0.0
UTP18_2	K562	UTP18	2	0.00025206135417307497
UTP18_3	HepG2	UTP18	3	0.0
UTP18_3	K562	UTP18	3	0.0
UTP18_4	HepG2	UTP18	4	0.0
UTP18_4	K562	UTP18	4	0.0
UTP18_5	HepG2	UTP18	5	0.0
UTP18_5	K562	UTP18	5	0.01673442877542514
UTP18_6	HepG2	UTP18	6	0.0
UTP18_6	K562	UTP18	6	0.002653458101439823
UTP3_1	K562	UTP3	1	
UTP3_2	K562	UTP3	2	
UTP3_3	K562	UTP3	3	0.0
UTP3_4	K562	UTP3	4	
UTP3_5	K562	UTP3	5	
UTP3_6	K562	UTP3	6	
WDR3_1	K562	WDR3	1	0.0
WDR3_2	K562	WDR3	2	
WDR3_3	K562	WDR3	3	0.0
WDR3_4	K562	WDR3	4	
WDR3_5	K562	WDR3	5	
WDR3_6	K562	WDR3	6	
WDR43_1	HepG2	WDR43	1	0.4794727705773853
WDR43_1	K562	WDR43	1	0.0
WDR43_2	HepG2	WDR43	2	0.0
WDR43_2	K562	WDR43	2	0.0
WDR43_3	HepG2	WDR43	3	0.0
WDR43_3	K562	WDR43	3	0.0
WDR43_4	HepG2	WDR43	4	0.0
WDR43_4	K562	WDR43	4	0.0
WDR43_5	HepG2	WDR43	5	0.0
WDR43_5	K562	WDR43	5	0.3550767165773055
WDR43_6	HepG2	WDR43	6	0.0
WDR43_6	K562	WDR43	6	0.0
WRN_1	K562	WRN	1	0.0
WRN_2	K562	WRN	2	0.0
WRN_3	K562	WRN	3	0.0
WRN_4	K562	WRN	4	0.0
WRN_5	K562	WRN	5	0.0
WRN_6	K562	WRN	6	0.0
XPO5_1	HepG2	XPO5	1	0.0
XPO5_2	HepG2	XPO5	2	0.0
XPO5_3	HepG2	XPO5	3	0.16090518468897977
XPO5_4	HepG2	XPO5	4	0.0
XPO5_5	HepG2	XPO5	5	0.05008676403558979
XPO5_6	HepG2	XPO5	6	0.0431464939190521
XRCC6_1	HepG2	XRCC6	1	0.0
XRCC6_1	K562	XRCC6	1	0.012546082702175868
XRCC6_2	HepG2	XRCC6	2	0.0
XRCC6_2	K562	XRCC6	2	0.03162903883901394
XRCC6_3	HepG2	XRCC6	3	0.0
XRCC6_3	K562	XRCC6	3	0.03275241758262128
XRCC6_4	HepG2	XRCC6	4	0.0
XRCC6_4	K562	XRCC6	4	0.0
XRCC6_5	HepG2	XRCC6	5	0.0
XRCC6_5	K562	XRCC6	5	0.0066504366161354205
XRCC6_6	HepG2	XRCC6	6	0.0
XRCC6_6	K562	XRCC6	6	0.0
XRN2_1	HepG2	XRN2	1	0.39936184039980377
XRN2_1	K562	XRN2	1	0.008110705413985396
XRN2_2	HepG2	XRN2	2	0.28405928510023887
XRN2_2	K562	XRN2	2	0.44705615129865955
XRN2_3	HepG2	XRN2	3	0.015680704659515
XRN2_3	K562	XRN2	3	0.007892975080183032
XRN2_4	HepG2	XRN2	4	0.4199895393557665
XRN2_4	K562	XRN2	4	0.10452274927037639
XRN2_5	HepG2	XRN2	5	0.049692206858749685
XRN2_5	K562	XRN2	5	0.05455751177854836
XRN2_6	HepG2	XRN2	6	0.0
XRN2_6	K562	XRN2	6	0.044704893703552455
YBX3_1	HepG2	YBX3	1	0.38957439331958693
YBX3_1	K562	YBX3	1	0.015029354600942638
YBX3_2	HepG2	YBX3	2	0.015097357677190618
YBX3_2	K562	YBX3	2	0.10531290476065693
YBX3_3	HepG2	YBX3	3	1.0335500620676008
YBX3_3	K562	YBX3	3	1.2465137414711998
YBX3_4	HepG2	YBX3	4	1.3961228686255833
YBX3_4	K562	YBX3	4	1.2566537811471028
YBX3_5	HepG2	YBX3	5	0.07376794892743296
YBX3_5	K562	YBX3	5	0.023481788897025225
YBX3_6	HepG2	YBX3	6	0.0
YBX3_6	K562	YBX3	6	0.22033418389828743
YWHAG_1	K562	YWHAG	1	0.0
YWHAG_2	K562	YWHAG	2	0.0
YWHAG_3	K562	YWHAG	3	0.00045817669618486434
YWHAG_4	K562	YWHAG	4	0.01466642453683069
YWHAG_5	K562	YWHAG	5	0.0
YWHAG_6	K562	YWHAG	6	0.0
ZC3H11A_1	HepG2	ZC3H11A	1	0.18869040811818744
ZC3H11A_1	K562	ZC3H11A	1	0.0005666287040718278
ZC3H11A_2	HepG2	ZC3H11A	2	0.0
ZC3H11A_2	K562	ZC3H11A	2	0.0
ZC3H11A_3	HepG2	ZC3H11A	3	0.0
ZC3H11A_3	K562	ZC3H11A	3	0.0006377178153798013
ZC3H11A_4	HepG2	ZC3H11A	4	0.0
ZC3H11A_4	K562	ZC3H11A	4	0.12985019545469964
ZC3H11A_5	HepG2	ZC3H11A	5	0.0
ZC3H11A_5	K562	ZC3H11A	5	0.2244022898200267
ZC3H11A_6	HepG2	ZC3H11A	6	0.139281906947263
ZC3H11A_6	K562	ZC3H11A	6	0.18589842026833342
ZC3H8_1	K562	ZC3H8	1	6.921262882484803e-06
ZC3H8_2	K562	ZC3H8	2	0.0002531305278272446
ZC3H8_3	K562	ZC3H8	3	0.009249728501719807
ZC3H8_4	K562	ZC3H8	4	0.0184554066291916
ZC3H8_5	K562	ZC3H8	5	0.009456494074838296
ZC3H8_6	K562	ZC3H8	6	0.02861112945760889
ZNF622_1	K562	ZNF622	1	0.015931490332586423
ZNF622_2	K562	ZNF622	2	0.032974198521036384
ZNF622_3	K562	ZNF622	3	0.8260679358835085
ZNF622_4	K562	ZNF622	4	1.0206427144344374
ZNF622_5	K562	ZNF622	5	0.13921237849826612
ZNF622_6	K562	ZNF622	6	0.11406427742450834
ZNF800_1	HepG2	ZNF800	1	0.09541423790402333
ZNF800_1	K562	ZNF800	1	0.024401598879896232
ZNF800_2	HepG2	ZNF800	2	0.050950226025551264
ZNF800_2	K562	ZNF800	2	0.4050222479749717
ZNF800_3	HepG2	ZNF800	3	0.27485753470254387
ZNF800_3	K562	ZNF800	3	0.5737611761557743
ZNF800_4	HepG2	ZNF800	4	0.23047162825105924
ZNF800_4	K562	ZNF800	4	0.7940311538100074
ZNF800_5	HepG2	ZNF800	5	0.029448657571129758
ZNF800_5	K562	ZNF800	5	0.027309417260864634
ZNF800_6	HepG2	ZNF800	6	0.18674889582106227
ZNF800_6	K562	ZNF800	6	0.0076484408995444435
ZRANB2_1	K562	ZRANB2	1	0.0
ZRANB2_2	K562	ZRANB2	2	0.0008006781360887837
ZRANB2_3	K562	ZRANB2	3	0.0030401010609326378
ZRANB2_4	K562	ZRANB2	4	0.03262254104862366
ZRANB2_5	K562	ZRANB2	5	0.007473400752132875
ZRANB2_6	K562	ZRANB2	6	0.0
