ID,GeneID,geneSymbol,chr,strand,exonStart_0base,exonEnd,upstreamES,upstreamEE,downstreamES,downstreamEE,ID_duplicated_0,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference
5092,ENSG00000130164.13,LDLR,chr19,+,11129450,11129670,11128007,11128085,11131280,11131525,5092,"90,118","0,0","410,583","0,2",198,99,1.0,1.0,"1.0,1.0","1.0,0.993",0.004
5093,ENSG00000130164.13,LDLR,chr19,+,11129512,11129670,11128007,11128085,11131280,11131484,5093,"216,267","0,0","775,981","0,2",198,99,1.0,1.0,"1.0,1.0","1.0,0.996",0.002
5095,ENSG00000142453.11,CARM1,chr19,+,10908549,10908633,10908038,10908145,10909102,10909207,5095,"4,0","87,92","5,0","98,94",183,99,0.709549607465,1.0,"0.024,0.0","0.027,0.0",-0.001
5096,ENSG00000142453.11,CARM1,chr19,+,10908549,10908668,10908038,10908145,10909102,10909207,5096,"4,0","87,92","5,1","98,94",198,99,0.70824551924,1.0,"0.022,0.0","0.025,0.005",-0.004
5097,ENSG00000142453.11,CARM1,chr19,+,10908549,10908747,10908038,10908145,10909102,10909207,5097,"4,0","87,92","5,1","98,94",198,99,0.70824551924,1.0,"0.022,0.0","0.025,0.005",-0.004
5098,ENSG00000142453.11,CARM1,chr19,+,10912183,10912294,10909102,10909207,10913876,10913931,5098,"231,202","1,2","336,336","3,2",198,99,0.76310003392,1.0,"0.991,0.981","0.982,0.988",0.001
5099,ENSG00000142453.11,CARM1,chr19,+,10919832,10919966,10919594,10919680,10920435,10920573,5099,"154,150","0,0","156,164","1,0",198,99,1.0,1.0,"1.0,1.0","0.987,1.0",0.006
5100,ENSG00000142453.11,CARM1,chr19,+,10919876,10919966,10918985,10919680,10920435,10920573,5100,"255,246","0,0","245,285","1,0",189,99,1.0,1.0,"1.0,1.0","0.992,1.0",0.004
5101,ENSG00000142453.11,CARM1,chr19,+,10920435,10920573,10919832,10919966,10920658,10920748,5101,"396,365","2,0","409,470","2,0",198,99,1.0,1.0,"0.99,1.0","0.99,1.0",0.0
5102,ENSG00000142453.11,CARM1,chr19,+,10921374,10921443,10921049,10921127,10921614,10921900,5102,"120,130","149,110","145,187","101,106",168,99,0.00413706803166,0.0917678147909797,"0.322,0.411","0.458,0.51",-0.117
5107,ENSG00000079805.16,DNM2,chr19,+,10759737,10759811,10718078,10718403,10772478,10772628,5107,"246,214","0,0","314,353","5,4",173,99,0.177016296983,0.9428237831324354,"1.0,1.0","0.973,0.981",0.023
5108,ENSG00000079805.16,DNM2,chr19,+,10796060,10796199,10795371,10795439,10797379,10797518,5108,"99,86","18,25","160,166","32,40",198,99,0.864671194343,1.0,"0.733,0.632","0.714,0.675",-0.012
5109,ENSG00000079805.16,DNM2,chr19,+,10796060,10796199,10795371,10795439,10798485,10798572,5109,"338,306","0,0","536,526","1,1",198,99,1.0,1.0,"1.0,1.0","0.996,0.996",0.004
5110,ENSG00000079805.16,DNM2,chr19,+,10797379,10797518,10795371,10795439,10798485,10798572,5110,"78,73","0,0","153,156","1,1",198,99,1.0,1.0,"1.0,1.0","0.987,0.987",0.013
5111,ENSG00000079805.16,DNM2,chr19,+,10797379,10797518,10796060,10796199,10798485,10798572,5111,"63,48","242,220","126,123","381,367",198,99,0.0381978723659,0.3710086235767063,"0.115,0.098","0.142,0.144",-0.036
5113,ENSG00000079805.16,DNM2,chr19,+,10805915,10805967,10802287,10802358,10812263,10812300,5113,"172,198","7,0","368,320","2,0",151,99,0.175157875302,0.9369798703427237,"0.942,1.0","0.992,1.0",-0.025
5114,ENSG00000079805.16,DNM2,chr19,+,10808568,10808580,10805915,10805967,10812263,10812377,5114,"58,40","25,40","99,102","79,54",111,99,0.993636497703,1.0,"0.674,0.471","0.528,0.628",-0.006
5115,ENSG00000213339.8,QTRT1,chr19,+,10702115,10702254,10701949,10702018,10707301,10707380,5115,"65,64","0,0","65,59","1,2",198,99,0.692492642897,1.0,"1.0,1.0","0.97,0.937",0.046
5116,ENSG00000213339.8,QTRT1,chr19,+,10702160,10702254,10701949,10702018,10707301,10707380,5116,"45,48","0,0","38,38","1,2",193,99,0.228376011914,1.0,"1.0,1.0","0.951,0.907",0.071
5117,ENSG00000213339.8,QTRT1,chr19,+,10706709,10706825,10702115,10702254,10707301,10707380,5117,"1,0","48,48","0,1","38,39",198,99,1.0,1.0,"0.01,0.0","0.0,0.013",-0.001
5118,ENSG00000213339.8,QTRT1,chr19,+,10707301,10707380,10701949,10702254,10712160,10712256,5118,"50,47","0,0","38,35","2,0",178,99,0.467638695117,1.0,"1.0,1.0","0.914,1.0",0.043
5119,ENSG00000213339.8,QTRT1,chr19,+,10707465,10707615,10707301,10707380,10712160,10712628,5119,"80,52","9,8","76,76","3,1",198,99,0.000542164843954,0.025678327128200423,"0.816,0.765","0.927,0.974",-0.16
5120,ENSG00000213339.8,QTRT1,chr19,+,10707499,10707615,10707301,10707380,10712160,10712256,5120,"131,116","9,8","120,135","3,1",198,99,0.00103217942861,0.03859479034889496,"0.879,0.879","0.952,0.985",-0.089
5122,ENSG00000213339.8,QTRT1,chr19,+,10712160,10712628,10707301,10707380,10712757,10712867,5122,"87,67","3,0","82,81","0,0",198,99,0.506361055819,1.0,"0.935,1.0","1.0,1.0",-0.032
5123,ENSG00000129351.17,ILF3,chr19,+,10666491,10666649,10654381,10654487,10670515,10670608,5123,"16,2","211,173","7,4","227,263",198,99,0.0615293187674,0.501706468298433,"0.037,0.006","0.015,0.008",0.01
5124,ENSG00000129351.17,ILF3,chr19,+,10671357,10671535,10670973,10671203,10677162,10677236,5124,"1706,1559","0,0","2073,2114","0,2",198,99,1.0,1.0,"1.0,1.0","1.0,0.998",0.001
5125,ENSG00000129351.17,ILF3,chr19,+,10678612,10678704,10677162,10677310,10679096,10679170,5125,"716,582","2,0","776,884","4,3",191,99,1.0,1.0,"0.995,1.0","0.99,0.993",0.006
5126,ENSG00000129351.17,ILF3,chr19,+,10679815,10679927,10679096,10679192,10680345,10680443,5126,"738,605","1,1","636,697","0,0",198,99,1.0,1.0,"0.997,0.997","1.0,1.0",-0.003
5127,ENSG00000129351.17,ILF3,chr19,+,10679815,10679927,10679096,10679192,10681018,10681130,5127,"199,185","0,0","158,172","0,1",198,99,1.0,1.0,"1.0,1.0","1.0,0.989",0.006
5128,ENSG00000129351.17,ILF3,chr19,+,10680345,10680443,10679096,10679192,10681018,10681028,5128,"759,586","0,0","626,676","0,1",197,99,1.0,1.0,"1.0,1.0","1.0,0.997",0.002
5129,ENSG00000129351.17,ILF3,chr19,+,10680345,10680443,10679815,10679927,10681018,10681028,5129,"1299,1011","2,6","1116,1210","12,9",197,99,0.0835527220478,0.6026086247474437,"0.997,0.988","0.979,0.985",0.01
5130,ENSG00000129351.17,ILF3,chr19,+,10682536,10682704,10681218,10682192,10683124,10683262,5130,"621,535","0,2","607,688","0,0",198,99,1.0,1.0,"1.0,0.993","1.0,1.0",-0.004
5131,ENSG00000129351.17,ILF3,chr19,+,10683124,10683262,10682536,10682704,10683365,10683542,5131,"1327,1203","0,3","1255,1258","0,1",198,99,1.0,1.0,"1.0,0.995","1.0,0.998",-0.001
5132,ENSG00000129351.17,ILF3,chr19,+,10683136,10683262,10682536,10682704,10683365,10683542,5132,"1457,1265","0,3","1464,1363","0,1",198,99,1.0,1.0,"1.0,0.995","1.0,0.999",-0.002
5133,ENSG00000129351.17,ILF3,chr19,+,10684415,10684476,10683916,10683970,10687345,10687708,5133,"161,156","66,69","169,157","123,127",160,99,0.000349820926281,0.019214686653685146,"0.601,0.583","0.46,0.433",0.145
5134,ENSG00000129351.17,ILF3,chr19,+,10687345,10687708,10683916,10683970,10688549,10688678,5134,"409,255","19,19","560,604","12,6",198,99,6.96363550345e-6,0.0011960043977175376,"0.915,0.87","0.959,0.981",-0.077
5135,ENSG00000129351.17,ILF3,chr19,+,10687345,10687708,10683916,10683970,10689178,10689312,5135,"75,73","3,3","129,134","5,2",198,99,0.609025184262,1.0,"0.926,0.924","0.928,0.971",-0.024
5136,ENSG00000129351.17,ILF3,chr19,+,10688549,10688678,10683916,10683970,10689178,10689312,5136,"492,388","3,3","631,612","5,2",198,99,0.694493181294,1.0,"0.988,0.985","0.984,0.994",-0.003
5137,ENSG00000129351.17,ILF3,chr19,+,10688549,10688678,10685927,10687708,10689178,10689312,5137,"816,555","9,4","1056,1083","6,7",198,99,0.322945372196,1.0,"0.978,0.986","0.989,0.987",-0.006
5138,ENSG00000129353.14,SLC44A2,chr19,+,10627721,10627795,10626252,10626301,10627919,10628004,5138,"66,80","1,5","124,98","0,5",173,99,0.365155519551,1.0,"0.974,0.902","1.0,0.918",-0.021
5139,ENSG00000129353.14,SLC44A2,chr19,+,10627919,10628004,10626252,10626301,10631056,10631141,5139,"71,72","0,1","66,76","0,1",184,99,1.0,1.0,"1.0,0.975","1.0,0.976",-0.0
5141,ENSG00000129353.14,SLC44A2,chr19,+,10642896,10643021,10642366,10642451,10643278,10644130,5141,"0,0","31,39","3,0","56,51",198,99,1.0,1.0,"0.0,0.0","0.026,0.0",-0.013
5145,ENSG00000130734.9,ATG4D,chr19,+,10546838,10547071,10544956,10545130,10547188,10547253,5145,"32,44","4,4","30,22","2,0",198,99,0.02402144637,0.2757314600909551,"0.8,0.846","0.882,1.0",-0.118
5146,ENSG00000130734.9,ATG4D,chr19,+,10546838,10547082,10545119,10545130,10547188,10547253,5146,"29,39","4,4","30,22","2,0",198,99,0.0176688099827,0.22710909095048817,"0.784,0.83","0.882,1.0",-0.134
5147,ENSG00000130734.9,ATG4D,chr19,+,10546838,10547115,10544956,10545130,10547188,10547253,5147,"40,54","4,4","47,44","2,0",198,99,0.0108745351481,0.16629368050893517,"0.833,0.871","0.922,1.0",-0.109
5148,ENSG00000130734.9,ATG4D,chr19,+,10546838,10547253,10544956,10545130,10548903,10549034,5148,"65,75","7,9","55,53","2,3",198,99,0.0387092851472,0.37478958477923197,"0.823,0.806","0.932,0.898",-0.101
5149,ENSG00000130734.9,ATG4D,chr19,+,10547188,10547253,10543894,10544325,10548903,10549034,5149,"35,37","0,1","24,32","0,0",164,99,1.0,1.0,"1.0,0.957","1.0,1.0",-0.022
5150,ENSG00000130734.9,ATG4D,chr19,+,10547188,10547253,10544956,10545130,10548903,10549034,5150,"38,41","7,9","26,32","2,3",164,99,0.0566411658494,0.4768860843025485,"0.766,0.733","0.887,0.866",-0.127
5151,ENSG00000130734.9,ATG4D,chr19,+,10548903,10549034,10543894,10544325,10551896,10551975,5151,"131,104","0,4","84,117","0,0",198,99,0.648949126935,1.0,"1.0,0.929","1.0,1.0",-0.035
5152,ENSG00000130734.9,ATG4D,chr19,+,10548903,10549034,10544956,10545130,10551896,10551975,5152,"138,112","5,0","86,120","1,1",198,99,0.186319522241,0.9740035535753537,"0.932,1.0","0.977,0.984",-0.014
5153,ENSG00000130734.9,ATG4D,chr19,+,10548903,10549034,10544956,10545130,10552044,10552121,5153,"7,10","0,2","2,3","0,0",198,99,0.740917447167,1.0,"1.0,0.714","1.0,1.0",-0.143
5154,ENSG00000130734.9,ATG4D,chr19,+,10551896,10551975,10545009,10545130,10552044,10552121,5154,"225,164","0,2","163,222","0,0",178,99,1.0,1.0,"1.0,0.979","1.0,1.0",-0.01
5155,ENSG00000130734.9,ATG4D,chr19,+,10551896,10551975,10548903,10549034,10552044,10552121,5155,"347,264","0,1","247,335","0,0",178,99,1.0,1.0,"1.0,0.993","1.0,1.0",-0.004
5157,ENSG00000065989.15,PDE4A,chr19,+,10454828,10454922,10450828,10450941,10457878,10458102,5157,"163,141","2,0","137,158","0,0",193,99,1.0,1.0,"0.977,1.0","1.0,1.0",-0.012
5159,ENSG00000105401.8,CDC37,chr19,-,10400574,10400693,10395927,10396203,10403377,10403511,5159,"0,1","449,296","0,2","760,694",198,99,1.0,1.0,"0.0,0.002","0.0,0.001",0.001
5160,ENSG00000105401.8,CDC37,chr19,-,10403377,10403595,10395927,10396203,10419460,10419597,5160,"449,296","0,3","759,694","0,0",198,99,1.0,1.0,"1.0,0.98","1.0,1.0",-0.01
5163,ENSG00000267303.1,AC011511.4,chr19,-,10318228,10318372,10317689,10317773,10319165,10319240,5163,"209,192","0,0","167,214","0,1",198,99,1.0,1.0,"1.0,1.0","1.0,0.991",0.004
5164,ENSG00000105364.13,MRPL4,chr19,+,10256707,10256825,10254588,10254640,10258221,10258234,5164,"248,190","1,2","228,218","0,0",198,99,1.0,1.0,"0.992,0.979","1.0,1.0",-0.014
5165,ENSG00000105364.13,MRPL4,chr19,+,10258221,10258328,10256707,10256825,10258412,10258522,5165,"670,530","2,0","500,638","0,0",198,99,1.0,1.0,"0.994,1.0","1.0,1.0",-0.003
5166,ENSG00000130816.15,DNMT1,chr19,-,10134216,10134307,10133344,10133701,10135735,10135852,5166,"175,167","1,0","199,196","2,0",190,99,1.0,1.0,"0.989,1.0","0.981,1.0",0.004
5167,ENSG00000130816.15,DNMT1,chr19,-,10140045,10140328,10139675,10139817,10140780,10140909,5167,"390,279","0,1","321,407","0,1",198,99,1.0,1.0,"1.0,0.993","1.0,0.995",-0.001
5168,ENSG00000130816.15,DNMT1,chr19,-,10146350,10146524,10143765,10143987,10148883,10149017,5168,"759,625","0,0","694,763","2,0",198,99,1.0,1.0,"1.0,1.0","0.994,1.0",0.003
5169,ENSG00000130816.15,DNMT1,chr19,-,10148883,10149017,10146350,10146524,10149452,10149657,5169,"445,471","1,0","504,487","0,0",198,99,1.0,1.0,"0.996,1.0","1.0,1.0",-0.002
5170,ENSG00000130816.15,DNMT1,chr19,-,10160383,10160418,10159943,10160063,10162666,10162748,5170,"1540,1199","0,0","1166,1495","2,0",134,99,1.0,1.0,"1.0,1.0","0.998,1.0",0.001
5171,ENSG00000130816.15,DNMT1,chr19,-,10163325,10163360,10162666,10162748,10168329,10168364,5171,"267,202","2,0","216,247","0,0",134,99,1.0,1.0,"0.99,1.0","1.0,1.0",-0.005
5172,ENSG00000130816.15,DNMT1,chr19,-,10166597,10166685,10163325,10163360,10168329,10168364,5172,"943,802","4,0","783,892","0,1",187,99,1.0,1.0,"0.992,1.0","1.0,0.998",-0.003
5173,ENSG00000130816.15,DNMT1,chr19,-,10168329,10168364,10162666,10162748,10173089,10173174,5173,"170,192","1,0","130,158","0,0",134,99,1.0,1.0,"0.992,1.0","1.0,1.0",-0.004
5174,ENSG00000130816.15,DNMT1,chr19,-,10173089,10173174,10168329,10168364,10173870,10173905,5174,"892,987","10,8","768,859","8,0",184,99,0.159403645068,0.8894642234010149,"0.98,0.985","0.981,1.0",-0.008
5175,ENSG00000130816.15,DNMT1,chr19,-,10175539,10175618,10173870,10173905,10180349,10180529,5175,"233,272","0,1","243,243","0,0",178,99,1.0,1.0,"1.0,0.993","1.0,1.0",-0.004
5176,ENSG00000130816.15,DNMT1,chr19,-,10177291,10177367,10175539,10175618,10180349,10180569,5176,"346,275","0,0","354,394","1,0",175,99,1.0,1.0,"1.0,1.0","0.995,1.0",0.002
5177,ENSG00000130816.15,DNMT1,chr19,-,10179880,10179982,10177318,10177367,10180186,10180234,5177,"11,5","145,154","5,10","175,163",198,99,0.637557038121,1.0,"0.037,0.016","0.014,0.03",0.005
5178,ENSG00000130816.15,DNMT1,chr19,-,10180186,10180234,10177291,10177367,10180349,10180381,5178,"183,186","208,145","208,191","214,263",147,99,0.154743738998,0.8737784175202515,"0.372,0.463","0.396,0.328",0.055
5180,ENSG00000130816.15,DNMT1,chr19,-,10218751,10218869,10182040,10182077,10231203,10231286,5180,"0,2","0,0","0,0","0,1",198,99,1.0,1.0,"NA,1.0","NA,0.0",1.0
5181,ENSG00000130810.19,PPAN,chr19,+,10106500,10106671,10106288,10106412,10107504,10107606,5181,"207,181","2,1","106,117","0,0",198,99,0.806517188023,1.0,"0.981,0.989","1.0,1.0",-0.015
5182,ENSG00000130810.19,PPAN,chr19,+,10106822,10107005,10106638,10106671,10107504,10107606,5182,"1,0","183,162","0,0","95,99",198,99,1.0,1.0,"0.003,0.0","0.0,0.0",0.002
5183,ENSG00000130810.19,PPAN,chr19,+,10107504,10107606,10106418,10106671,10107803,10107854,5183,"522,521","1,0","241,285","0,0",198,99,1.0,1.0,"0.996,1.0","1.0,1.0",-0.002
5184,ENSG00000130813.17,C19orf66,chr19,+,10089110,10089378,10087250,10087300,10089656,10089695,5184,"1,2","37,6","7,9","20,24",198,99,0.00132327194837,0.044886159243980206,"0.013,0.143","0.149,0.158",-0.075
5185,ENSG00000130813.17,C19orf66,chr19,+,10089897,10090047,10089446,10089695,10091249,10091353,5185,"71,24","1,0","37,49","0,0",198,99,1.0,1.0,"0.973,1.0","1.0,1.0",-0.014
5186,ENSG00000130813.17,C19orf66,chr19,+,10089928,10090047,10089656,10089695,10091249,10091353,5186,"15,8","1,0","10,13","0,0",198,99,1.0,1.0,"0.882,1.0","1.0,1.0",-0.059
5187,ENSG00000130813.17,C19orf66,chr19,+,10091475,10091630,10091249,10091353,10092069,10093242,5187,"48,17","0,0","29,34","2,0",198,99,0.669343210892,1.0,"1.0,1.0","0.879,1.0",0.06
5188,ENSG00000130813.17,C19orf66,chr19,+,10091583,10091630,10091249,10091353,10092069,10092325,5188,"36,13","0,0","23,12","2,0",146,99,0.515457840038,1.0,"1.0,1.0","0.886,1.0",0.057
5192,ENSG00000127445.13,PIN1,chr19,+,9836822,9836875,9835339,9835402,9838435,9838648,5192,"16,14","290,225","27,30","193,199",152,99,0.000217873096703,0.013775385670525256,"0.035,0.039","0.084,0.089",-0.049
5193,ENSG00000127445.13,PIN1,chr19,+,9838011,9838075,9835345,9835402,9838435,9838648,5193,"0,2","290,225","2,0","193,199",163,99,1.0,1.0,"0.0,0.005","0.006,0.0",-0.001
5194,ENSG00000198258.10,UBL5,chr19,+,9828326,9828389,9827914,9827984,9828591,9828675,5194,"583,437","0,0","637,810","0,1",162,99,1.0,1.0,"1.0,1.0","1.0,0.998",0.001
5195,ENSG00000198258.10,UBL5,chr19,+,9828326,9828393,9827891,9827984,9828591,9828675,5195,"1028,923","0,0","1323,1546","0,1",166,99,1.0,1.0,"1.0,1.0","1.0,0.999",0.0
5196,ENSG00000198258.10,UBL5,chr19,+,9828591,9828675,9828326,9828389,9828836,9828874,5196,"354,316","4,0","533,564","4,1",183,99,1.0,1.0,"0.98,1.0","0.986,0.997",-0.002
5197,ENSG00000224689.9,ZNF812P,chr19,-,9693693,9693820,9689923,9691269,9694778,9694892,5197,"0,4","3,0","4,1","10,0",198,99,0.923134194519,1.0,"0.0,1.0","0.167,1.0",-0.084
5198,ENSG00000224689.9,ZNF812P,chr19,-,9700000,9700086,9696093,9696248,9700387,9700672,5198,"3,3","0,5","5,1","6,8",185,99,0.121066821375,0.7547859570729886,"1.0,0.243","0.308,0.063",0.436
5199,ENSG00000171466.9,ZNF562,chr19,-,9656546,9656653,9641807,9653881,9658008,9658135,5199,"33,34","4,4","75,81","5,6",198,99,0.395919821175,1.0,"0.805,0.81","0.882,0.871",-0.069
5200,ENSG00000171466.9,ZNF562,chr19,-,9656546,9656653,9641807,9653881,9659378,9659467,5200,"24,28","0,0","52,50","2,0",198,99,0.389245887854,1.0,"1.0,1.0","0.929,1.0",0.035
5201,ENSG00000171466.9,ZNF562,chr19,-,9656546,9656653,9641807,9653881,9660719,9660874,5201,"22,18","0,0","46,49","3,2",198,99,0.0126807274778,0.18274145334156414,"1.0,1.0","0.885,0.925",0.095
5202,ENSG00000171466.9,ZNF562,chr19,-,9656546,9656653,9641807,9653881,9675014,9675044,5202,"22,19","1,0","49,49","0,1",198,99,1.0,1.0,"0.917,1.0","1.0,0.961",-0.022
5203,ENSG00000171466.9,ZNF562,chr19,-,9656546,9656653,9652712,9653878,9658008,9658135,5203,"23,23","2,0","51,56","0,4",198,99,0.464029416521,1.0,"0.852,1.0","1.0,0.875",-0.012
5204,ENSG00000171466.9,ZNF562,chr19,-,9656546,9656653,9652712,9653878,9660719,9660874,5204,"12,7","2,0","22,24","0,0",198,99,0.835973793058,1.0,"0.75,1.0","1.0,1.0",-0.125
5205,ENSG00000171466.9,ZNF562,chr19,-,9656546,9656653,9652712,9653878,9675014,9675044,5205,"12,8","0,0","25,24","5,0",198,99,0.0038938583829,0.08881874372703845,"1.0,1.0","0.714,1.0",0.143
5206,ENSG00000171466.9,ZNF562,chr19,-,9658008,9658135,9652712,9653878,9660719,9660874,5206,"2,0","2,0","0,4","0,0",198,99,1.0,1.0,"0.333,NA","NA,1.0",-0.667
5207,ENSG00000171466.9,ZNF562,chr19,-,9658008,9658135,9652712,9653878,9675014,9675044,5207,"2,1","0,0","0,6","5,0",198,99,0.0018659533196,0.05516246971603622,"1.0,1.0","0.0,1.0",0.5
5208,ENSG00000171466.9,ZNF562,chr19,-,9658008,9658135,9653707,9653881,9659378,9659467,5208,"19,8","0,0","17,24","2,0",198,99,0.802036697694,1.0,"1.0,1.0","0.81,1.0",0.095
5209,ENSG00000171466.9,ZNF562,chr19,-,9658008,9658135,9653707,9653881,9660719,9660874,5209,"4,4","0,0","5,6","3,2",198,99,0.0000156063201923,0.0021571871235176476,"1.0,1.0","0.455,0.6",0.473
5210,ENSG00000171466.9,ZNF562,chr19,-,9658008,9658135,9653707,9653881,9675014,9675044,5210,"4,5","1,0","5,8","0,1",198,99,1.0,1.0,"0.667,1.0","1.0,0.8",-0.067
5211,ENSG00000171466.9,ZNF562,chr19,-,9658008,9658135,9656546,9656653,9659378,9659467,5211,"26,20","2,10","42,53","7,4",198,99,0.256313576778,1.0,"0.867,0.5","0.75,0.869",-0.126
5212,ENSG00000171466.9,ZNF562,chr19,-,9658008,9658135,9656546,9656653,9660719,9660874,5212,"11,16","0,0","30,35","1,3",198,99,0.0265430122673,0.2934073755167031,"1.0,1.0","0.938,0.854",0.104
5213,ENSG00000171466.9,ZNF562,chr19,-,9658008,9658135,9656546,9656653,9675014,9675044,5213,"11,17","0,1","30,37","4,3",198,99,0.00634818757445,0.11987676706466817,"1.0,0.895","0.789,0.86",0.123
5214,ENSG00000171466.9,ZNF562,chr19,-,9659378,9659467,9652278,9653881,9660719,9660821,5214,"14,9","0,0","17,23","3,2",188,99,0.00179064686787,0.05355535067003783,"1.0,1.0","0.749,0.858",0.197
5215,ENSG00000171466.9,ZNF562,chr19,-,9659378,9659467,9652278,9653881,9675014,9675044,5215,"2,0","1,0","2,0","0,1",188,99,1.0,1.0,"0.513,NA","1.0,0.0",0.013
5216,ENSG00000171466.9,ZNF562,chr19,-,9659378,9659467,9656546,9656653,9660719,9660821,5216,"16,19","0,0","22,27","1,3",188,99,0.0172297266459,0.22384055540054504,"1.0,1.0","0.921,0.826",0.127
5217,ENSG00000171466.9,ZNF562,chr19,-,9659378,9659467,9656546,9656653,9675014,9675044,5217,"4,9","0,1","7,4","4,3",188,99,0.000211806641069,0.013516266054612196,"1.0,0.826","0.48,0.412",0.467
5219,ENSG00000171466.9,ZNF562,chr19,-,9659378,9659467,9658008,9658135,9675014,9675044,5219,"16,4","0,1","9,15","0,2",188,99,0.808617860806,1.0,"1.0,0.678","1.0,0.798",-0.06
5220,ENSG00000171466.9,ZNF562,chr19,-,9660719,9660821,9659378,9659467,9675014,9675080,5220,"19,10","2,0","18,28","0,0",198,99,0.711017630736,1.0,"0.826,1.0","1.0,1.0",-0.087
5221,ENSG00000171466.9,ZNF562,chr19,-,9660719,9660874,9641807,9653881,9675014,9675044,5221,"21,19","1,0","53,63","0,1",198,99,1.0,1.0,"0.913,1.0","1.0,0.969",-0.028
5222,ENSG00000171466.9,ZNF562,chr19,-,9660719,9660874,9652712,9653878,9675014,9675044,5222,"23,19","0,0","50,61","5,0",198,99,0.0266735984403,0.29432999315175074,"1.0,1.0","0.833,1.0",0.084
5223,ENSG00000171466.9,ZNF562,chr19,-,9660719,9660874,9656546,9656653,9675014,9675044,5223,"21,19","0,1","51,64","4,3",198,99,0.0137255366001,0.19226193675167463,"1.0,0.905","0.864,0.914",0.064
5224,ENSG00000171466.9,ZNF562,chr19,-,9660719,9660874,9658008,9658135,9674631,9675048,5224,"0,1","0,0","7,2","1,0",198,99,1.0,1.0,"NA,1.0","0.778,1.0",0.111
5225,ENSG00000171466.9,ZNF562,chr19,-,9660719,9660874,9658008,9658135,9675014,9675044,5225,"21,19","0,1","50,61","0,2",198,99,0.695272118512,1.0,"1.0,0.905","1.0,0.938",-0.016
5226,ENSG00000171466.9,ZNF562,chr19,-,9660719,9660874,9659378,9659467,9675014,9675044,5226,"36,29","2,0","68,88","0,0",198,99,0.505913753957,1.0,"0.9,1.0","1.0,1.0",-0.05
5227,ENSG00000267106.5,ZNF561-AS1,chr19,+,9626783,9626860,9621504,9621645,9627715,9627806,5227,"1,0","0,2","4,0","0,0",176,99,1.0,1.0,"1.0,0.0","1.0,NA",-0.5
5228,ENSG00000267106.5,ZNF561-AS1,chr19,+,9626783,9626860,9621504,9621645,9632227,9632372,5228,"6,0","4,0","5,2","3,0",176,99,1.0,1.0,"0.458,NA","0.484,1.0",-0.284
5229,ENSG00000267106.5,ZNF561-AS1,chr19,+,9627715,9627806,9621502,9621645,9632227,9632417,5229,"0,4","4,0","0,0","3,0",190,99,1.0,1.0,"0.0,1.0","0.0,NA",0.5
5230,ENSG00000267106.5,ZNF561-AS1,chr19,+,9627715,9627806,9626783,9626860,9632227,9632417,5230,"0,2","5,0","0,0","1,2",190,99,0.217186970955,1.0,"0.0,1.0","0.0,0.0",0.5
5231,ENSG00000171469.10,ZNF561,chr19,-,9614020,9614103,9607325,9611336,9617044,9617171,5231,"82,64","0,2","58,52","0,1",182,99,0.542809042053,1.0,"1.0,0.946","1.0,0.966",-0.01
5232,ENSG00000171469.10,ZNF561,chr19,-,9617044,9617171,9609755,9611336,9619431,9619582,5232,"0,4","0,0","3,1","0,1",198,99,1.0,1.0,"NA,1.0","1.0,0.333",0.334
5233,ENSG00000171469.10,ZNF561,chr19,-,9617044,9617171,9614020,9614103,9617620,9617758,5233,"74,56","0,0","53,54","2,0",198,99,0.397251928434,1.0,"1.0,1.0","0.93,1.0",0.035
5234,ENSG00000171469.10,ZNF561,chr19,-,9617044,9617171,9614020,9614103,9618090,9618166,5234,"93,74","3,3","88,75","8,6",198,99,0.047911072455,0.4273548908596838,"0.939,0.925","0.846,0.862",0.078
5235,ENSG00000171469.10,ZNF561,chr19,-,9617044,9617226,9614020,9614103,9618090,9618179,5235,"72,56","3,3","49,46","8,6",198,99,0.0128679412068,0.18463169133659516,"0.923,0.903","0.754,0.793",0.139
5236,ENSG00000171469.10,ZNF561,chr19,-,9617048,9617171,9614020,9614103,9618090,9618179,5236,"22,18","3,3","40,31","8,6",198,99,0.524229694655,1.0,"0.786,0.75","0.714,0.721",0.05
5237,ENSG00000171469.10,ZNF561,chr19,-,9617620,9617758,9614020,9614103,9618090,9618179,5237,"3,0","3,3","5,4","8,6",198,99,0.286206089441,1.0,"0.333,0.0","0.238,0.25",-0.077
5238,ENSG00000171469.10,ZNF561,chr19,-,9617620,9617758,9617044,9617171,9618090,9618179,5238,"6,0","22,18","8,12","40,29",198,99,0.0893764587114,0.6295193600653451,"0.12,0.0","0.091,0.171",-0.071
5239,ENSG00000171469.10,ZNF561,chr19,-,9617620,9617768,9617051,9617171,9618090,9618179,5239,"5,0","22,18","6,10","40,29",198,99,0.112902688031,0.7214768606662361,"0.102,0.0","0.07,0.147",-0.058
5240,ENSG00000171469.10,ZNF561,chr19,-,9617620,9617768,9617201,9617226,9618090,9618179,5240,"2,0","1,0","2,2","1,0",198,99,1.0,1.0,"0.5,NA","0.5,1.0",-0.25
