File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF875HEP	bam	bam		alignments	hg19	ENCSR050BDZ	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SDAD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1		43					/files/ENCFF522VGK/, /files/ENCFF861PYS/	111121208	Gene Yeo, UCSD	9cb5da85cb81bdff21a9afde4a946abd		https://www.encodeproject.org/files/ENCFF875HEP/@@download/ENCFF875HEP.bam				released	s3://encode-public/2018/04/29/36bb6496-20f9-4cf4-9247-d957144be234/ENCFF875HEP.bam	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/36bb6496-20f9-4cf4-9247-d957144be234/ENCFF875HEP.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF004ZSD	bam	bam		alignments	hg19	ENCSR050BDZ	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SDAD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1		43					/files/ENCFF283KXT/, /files/ENCFF772OQA/	102488181	Gene Yeo, UCSD	32a4c2c84e5be4cb3b52bcf665244f22		https://www.encodeproject.org/files/ENCFF004ZSD/@@download/ENCFF004ZSD.bam				released	s3://encode-public/2018/04/29/79027517-b077-483f-97e8-18f9b0855184/ENCFF004ZSD.bam	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/79027517-b077-483f-97e8-18f9b0855184/ENCFF004ZSD.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF346NQQ	bam	bam		alignments	GRCh38	ENCSR050BDZ	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SDAD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1		43					/files/ENCFF522VGK/, /files/ENCFF861PYS/	110281304	Gene Yeo, UCSD	be239024199c3ebc47b4723c54a2efa9		https://www.encodeproject.org/files/ENCFF346NQQ/@@download/ENCFF346NQQ.bam				released	s3://encode-public/2018/04/29/55fd157e-b390-466e-b466-81f7f8f7daa2/ENCFF346NQQ.bam	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/55fd157e-b390-466e-b466-81f7f8f7daa2/ENCFF346NQQ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF079MBG	bam	bam		alignments	GRCh38	ENCSR050BDZ	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SDAD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1		43					/files/ENCFF283KXT/, /files/ENCFF772OQA/	101820515	Gene Yeo, UCSD	c20a3fd9daee0dd15700b6333d8ef4bb		https://www.encodeproject.org/files/ENCFF079MBG/@@download/ENCFF079MBG.bam				released	s3://encode-public/2018/04/29/a690b907-1755-490f-9200-268d8609f6b5/ENCFF079MBG.bam	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/a690b907-1755-490f-9200-268d8609f6b5/ENCFF079MBG.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF191ZAK	bam	bam		unfiltered alignments	GRCh38	ENCSR150QBS	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										CACTIN-human	RNA				ultraviolet irradiation	reverse	2023-02-03	ENCODE		see document	175-300	2	2_1		64					/files/ENCFF919JNQ/	495947569	Gene Yeo, UCSD	3e6f469f73a31f67a29ceb9d9603a081		https://www.encodeproject.org/files/ENCFF191ZAK/@@download/ENCFF191ZAK.bam	V29			archived	s3://encode-public/2022/01/12/720e33c1-92aa-40f3-b8a0-cfd81976f4e4/ENCFF191ZAK.bam	https://datasetencode.blob.core.windows.net/dataset/2022/01/12/720e33c1-92aa-40f3-b8a0-cfd81976f4e4/ENCFF191ZAK.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38 V29	archived		partially characterized antibody	
ENCFF994KMC	bam	bam		alignments	GRCh38	ENCSR150QBS	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										CACTIN-human	RNA				ultraviolet irradiation	reverse	2023-02-03	ENCODE		see document	175-300	2	2_1		63					/files/ENCFF191ZAK/	264500779	Gene Yeo, UCSD	fff1c236d0e302cb5f8608cdab3deaec		https://www.encodeproject.org/files/ENCFF994KMC/@@download/ENCFF994KMC.bam	V29			archived	s3://encode-public/2022/01/12/aacab576-8816-41ab-98a6-a78f0bb316cc/ENCFF994KMC.bam	https://datasetencode.blob.core.windows.net/dataset/2022/01/12/aacab576-8816-41ab-98a6-a78f0bb316cc/ENCFF994KMC.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38 V29	archived		partially characterized antibody	
ENCFF145ZPO	bam	bam		unfiltered alignments	GRCh38	ENCSR150QBS	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										CACTIN-human	RNA				ultraviolet irradiation	reverse	2023-02-03	ENCODE		see document	175-300	1	1_1		64					/files/ENCFF754UAK/	470193627	Gene Yeo, UCSD	7bf338d0c8917a9da9e835795e364515		https://www.encodeproject.org/files/ENCFF145ZPO/@@download/ENCFF145ZPO.bam	V29			archived	s3://encode-public/2022/01/12/ad274813-bfc4-476e-853e-3e6437076171/ENCFF145ZPO.bam	https://datasetencode.blob.core.windows.net/dataset/2022/01/12/ad274813-bfc4-476e-853e-3e6437076171/ENCFF145ZPO.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38 V29	archived		partially characterized antibody	
ENCFF784XRY	bam	bam		alignments	GRCh38	ENCSR150QBS	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										CACTIN-human	RNA				ultraviolet irradiation	reverse	2023-02-03	ENCODE		see document	175-300	1	1_1		63					/files/ENCFF145ZPO/	184910337	Gene Yeo, UCSD	187b3af03a19ca11ffddbe1131825601		https://www.encodeproject.org/files/ENCFF784XRY/@@download/ENCFF784XRY.bam	V29			archived	s3://encode-public/2022/01/12/1424ffc2-069a-4174-874d-cdbfcd7bdb91/ENCFF784XRY.bam	https://datasetencode.blob.core.windows.net/dataset/2022/01/12/1424ffc2-069a-4174-874d-cdbfcd7bdb91/ENCFF784XRY.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38 V29	archived		partially characterized antibody	
ENCFF032TZM	bam	bam		alignments	hg19	ENCSR973HOJ	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										FXR2-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1		40					/files/ENCFF733GMZ/, /files/ENCFF300OPL/	252823386	Gene Yeo, UCSD	d6181bae077226f219e2617194752722		https://www.encodeproject.org/files/ENCFF032TZM/@@download/ENCFF032TZM.bam				released	s3://encode-public/2018/04/29/6245c6a0-22bf-4e3a-9ce4-15f483e1ca96/ENCFF032TZM.bam	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/6245c6a0-22bf-4e3a-9ce4-15f483e1ca96/ENCFF032TZM.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	antibody characterized with exemption		
ENCFF385GCC	bam	bam		alignments	hg19	ENCSR973HOJ	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										FXR2-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1		40					/files/ENCFF074OYO/, /files/ENCFF034XGK/	197046500	Gene Yeo, UCSD	6c9b2c655ad2d408072152d5c6da0ffe		https://www.encodeproject.org/files/ENCFF385GCC/@@download/ENCFF385GCC.bam				released	s3://encode-public/2018/04/29/b0e707f3-5d24-4a88-a39b-73348d1f67e3/ENCFF385GCC.bam	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/b0e707f3-5d24-4a88-a39b-73348d1f67e3/ENCFF385GCC.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	antibody characterized with exemption		
ENCFF157JBC	bam	bam		alignments	GRCh38	ENCSR973HOJ	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										FXR2-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1		40					/files/ENCFF733GMZ/, /files/ENCFF300OPL/	237919756	Gene Yeo, UCSD	13d27029c9eefe487cf06f026abc3c6f		https://www.encodeproject.org/files/ENCFF157JBC/@@download/ENCFF157JBC.bam				released	s3://encode-public/2018/04/29/694af1b9-f629-4b2a-b36b-a30b2ad970c2/ENCFF157JBC.bam	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/694af1b9-f629-4b2a-b36b-a30b2ad970c2/ENCFF157JBC.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	antibody characterized with exemption		
ENCFF500VOG	bam	bam		alignments	GRCh38	ENCSR973HOJ	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										FXR2-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1		40					/files/ENCFF074OYO/, /files/ENCFF034XGK/	189656920	Gene Yeo, UCSD	d00d0bac5e82addb8cdc53e14b02eed7		https://www.encodeproject.org/files/ENCFF500VOG/@@download/ENCFF500VOG.bam				released	s3://encode-public/2018/04/29/f9a70df7-408c-4254-924f-458d04dff555/ENCFF500VOG.bam	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/f9a70df7-408c-4254-924f-458d04dff555/ENCFF500VOG.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	antibody characterized with exemption		
ENCFF620GJH	bam	bam		alignments	hg19	ENCSR580OFI	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										SUPV3L1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1		40					/files/ENCFF171KZO/, /files/ENCFF126HSF/	24996789	Gene Yeo, UCSD	f93215cd4ee9b8e690528fd5283b62ec		https://www.encodeproject.org/files/ENCFF620GJH/@@download/ENCFF620GJH.bam				released	s3://encode-public/2018/04/29/7b0d5a84-1b16-476a-9390-ee736399313d/ENCFF620GJH.bam	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/7b0d5a84-1b16-476a-9390-ee736399313d/ENCFF620GJH.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF852ZSI	bam	bam		alignments	hg19	ENCSR580OFI	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										SUPV3L1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1		40					/files/ENCFF987DVU/, /files/ENCFF813UKO/	41022553	Gene Yeo, UCSD	963388a87cb32f51ac2b72d19eb11564		https://www.encodeproject.org/files/ENCFF852ZSI/@@download/ENCFF852ZSI.bam				released	s3://encode-public/2018/04/29/0c0fa00d-21e9-4a7c-b4f9-f62859862441/ENCFF852ZSI.bam	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/0c0fa00d-21e9-4a7c-b4f9-f62859862441/ENCFF852ZSI.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF829FDR	bam	bam		alignments	GRCh38	ENCSR580OFI	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										SUPV3L1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1		40					/files/ENCFF987DVU/, /files/ENCFF813UKO/	39393326	Gene Yeo, UCSD	aec6b5437fa38c7e3b812eec2498a291		https://www.encodeproject.org/files/ENCFF829FDR/@@download/ENCFF829FDR.bam				released	s3://encode-public/2018/04/29/3182cf65-2b5f-43e1-9c28-4b71419f67bc/ENCFF829FDR.bam	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/3182cf65-2b5f-43e1-9c28-4b71419f67bc/ENCFF829FDR.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF496FIX	bam	bam		alignments	GRCh38	ENCSR580OFI	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										SUPV3L1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1		40					/files/ENCFF171KZO/, /files/ENCFF126HSF/	23470286	Gene Yeo, UCSD	d3af3f250946e053982232b23036214c		https://www.encodeproject.org/files/ENCFF496FIX/@@download/ENCFF496FIX.bam				released	s3://encode-public/2018/04/29/be003ef9-0064-4453-8c78-1a567693d599/ENCFF496FIX.bam	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/be003ef9-0064-4453-8c78-1a567693d599/ENCFF496FIX.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF602XTO	bam	bam		unfiltered alignments	GRCh38	ENCSR789YZZ	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SNRNP200-human	RNA				ultraviolet irradiation	reverse	2023-02-03	ENCODE		see document	175-300	1	1_1		64					/files/ENCFF133QUA/	577942552	Gene Yeo, UCSD	0b52dfff539a9b57216490886f3a4b84		https://www.encodeproject.org/files/ENCFF602XTO/@@download/ENCFF602XTO.bam	V29			archived	s3://encode-public/2022/01/12/981cba62-122c-4677-a00e-8e761ca0a15a/ENCFF602XTO.bam	https://datasetencode.blob.core.windows.net/dataset/2022/01/12/981cba62-122c-4677-a00e-8e761ca0a15a/ENCFF602XTO.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38 V29	archived		uncharacterized antibody	
ENCFF048BKH	bam	bam		alignments	GRCh38	ENCSR789YZZ	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SNRNP200-human	RNA				ultraviolet irradiation	reverse	2023-02-03	ENCODE		see document	175-300	1	1_1		19					/files/ENCFF602XTO/	38612899	Gene Yeo, UCSD	652809149d3fbc453f9fd708323121f9		https://www.encodeproject.org/files/ENCFF048BKH/@@download/ENCFF048BKH.bam	V29			archived	s3://encode-public/2022/01/12/5b9e4ea1-499e-4820-8c86-cd5e057138e5/ENCFF048BKH.bam	https://datasetencode.blob.core.windows.net/dataset/2022/01/12/5b9e4ea1-499e-4820-8c86-cd5e057138e5/ENCFF048BKH.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38 V29	archived		uncharacterized antibody	
ENCFF964OWA	bam	bam		unfiltered alignments	GRCh38	ENCSR789YZZ	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SNRNP200-human	RNA				ultraviolet irradiation	reverse	2023-02-03	ENCODE		see document	175-300	2	2_1		64					/files/ENCFF029XAQ/	529084743	Gene Yeo, UCSD	53e17adaa7cbdd39e03e2c76f9a47ce2		https://www.encodeproject.org/files/ENCFF964OWA/@@download/ENCFF964OWA.bam	V29			archived	s3://encode-public/2022/01/12/492322f6-a1fd-4fca-a24b-2c33aba15002/ENCFF964OWA.bam	https://datasetencode.blob.core.windows.net/dataset/2022/01/12/492322f6-a1fd-4fca-a24b-2c33aba15002/ENCFF964OWA.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38 V29	archived		uncharacterized antibody	
ENCFF256RJB	bam	bam		alignments	GRCh38	ENCSR789YZZ	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SNRNP200-human	RNA				ultraviolet irradiation	reverse	2023-02-03	ENCODE		see document	175-300	2	2_1		64					/files/ENCFF964OWA/	146694143	Gene Yeo, UCSD	ae0f96fcb1e8004ed64eecd3e70afd5e		https://www.encodeproject.org/files/ENCFF256RJB/@@download/ENCFF256RJB.bam	V29			archived	s3://encode-public/2022/01/12/7b091349-8a77-44dd-acb9-2a1fb2b7821a/ENCFF256RJB.bam	https://datasetencode.blob.core.windows.net/dataset/2022/01/12/7b091349-8a77-44dd-acb9-2a1fb2b7821a/ENCFF256RJB.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38 V29	archived		uncharacterized antibody	
ENCFF641FOC	bam	bam		unfiltered alignments	GRCh38	ENCSR491HUW	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										MFAP1-human	RNA				ultraviolet irradiation	reverse	2023-02-03	ENCODE		see document	175-300	2	2_1		64					/files/ENCFF089NUQ/	641764624	Gene Yeo, UCSD	d0f08277008e626896e16a8e05fa53ec		https://www.encodeproject.org/files/ENCFF641FOC/@@download/ENCFF641FOC.bam	V29			archived	s3://encode-public/2022/01/12/15d002f4-100e-4ca4-8570-7d0c01eca9b7/ENCFF641FOC.bam	https://datasetencode.blob.core.windows.net/dataset/2022/01/12/15d002f4-100e-4ca4-8570-7d0c01eca9b7/ENCFF641FOC.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38 V29	archived		uncharacterized antibody	
ENCFF766SIC	bam	bam		unfiltered alignments	GRCh38	ENCSR491HUW	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										MFAP1-human	RNA				ultraviolet irradiation	reverse	2023-02-03	ENCODE		see document	175-300	1	1_1		64					/files/ENCFF350MVS/	305727550	Gene Yeo, UCSD	3a210d6216b129b3576c91a7f954ef1f		https://www.encodeproject.org/files/ENCFF766SIC/@@download/ENCFF766SIC.bam	V29			archived	s3://encode-public/2022/01/12/5d06fe5e-deb3-4b34-9417-1b2680c94be0/ENCFF766SIC.bam	https://datasetencode.blob.core.windows.net/dataset/2022/01/12/5d06fe5e-deb3-4b34-9417-1b2680c94be0/ENCFF766SIC.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38 V29	archived		uncharacterized antibody	
ENCFF826KMG	bam	bam		alignments	GRCh38	ENCSR491HUW	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										MFAP1-human	RNA				ultraviolet irradiation	reverse	2023-02-03	ENCODE		see document	175-300	1	1_1		64					/files/ENCFF766SIC/	146662901	Gene Yeo, UCSD	d6a74150f9e3c54c2fcfbd57ded6e32b		https://www.encodeproject.org/files/ENCFF826KMG/@@download/ENCFF826KMG.bam	V29			archived	s3://encode-public/2022/01/12/4f1676cc-8a55-44f0-a4b9-8e904bb0183b/ENCFF826KMG.bam	https://datasetencode.blob.core.windows.net/dataset/2022/01/12/4f1676cc-8a55-44f0-a4b9-8e904bb0183b/ENCFF826KMG.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38 V29	archived		uncharacterized antibody	
ENCFF896AIC	bam	bam		alignments	GRCh38	ENCSR491HUW	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										MFAP1-human	RNA				ultraviolet irradiation	reverse	2023-02-03	ENCODE		see document	175-300	2	2_1		64					/files/ENCFF641FOC/	276071587	Gene Yeo, UCSD	25e1a4c0c8d8de32e77bdf98b51ea58b		https://www.encodeproject.org/files/ENCFF896AIC/@@download/ENCFF896AIC.bam	V29			archived	s3://encode-public/2022/01/12/1f72ff1b-6fd2-47bc-8754-2b4e7f0d317f/ENCFF896AIC.bam	https://datasetencode.blob.core.windows.net/dataset/2022/01/12/1f72ff1b-6fd2-47bc-8754-2b4e7f0d317f/ENCFF896AIC.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38 V29	archived		uncharacterized antibody	
ENCFF598UHA	bam	bam		alignments	GRCh38	ENCSR285QHT	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										NONO-human	RNA				ultraviolet irradiation	reverse	2023-02-03	ENCODE		see document	175-300	2	2_1		63					/files/ENCFF698LBS/	195687620	Gene Yeo, UCSD	0bc1847d831b4ee5e55cdd9e6b9de65a		https://www.encodeproject.org/files/ENCFF598UHA/@@download/ENCFF598UHA.bam	V29			archived	s3://encode-public/2022/01/12/eb0fe75d-418f-4312-ac8e-7dd21b571c96/ENCFF598UHA.bam	https://datasetencode.blob.core.windows.net/dataset/2022/01/12/eb0fe75d-418f-4312-ac8e-7dd21b571c96/ENCFF598UHA.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38 V29	archived		partially characterized antibody	
ENCFF605EDS	bam	bam		unfiltered alignments	GRCh38	ENCSR285QHT	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										NONO-human	RNA				ultraviolet irradiation	reverse	2023-02-03	ENCODE		see document	175-300	1	1_1		63					/files/ENCFF839YNO/	232064823	Gene Yeo, UCSD	bfb3e4d6a63c59c3e112b82b6512819a		https://www.encodeproject.org/files/ENCFF605EDS/@@download/ENCFF605EDS.bam	V29			archived	s3://encode-public/2022/01/12/4deeae9d-3749-4d7b-91f5-0a9edf32543f/ENCFF605EDS.bam	https://datasetencode.blob.core.windows.net/dataset/2022/01/12/4deeae9d-3749-4d7b-91f5-0a9edf32543f/ENCFF605EDS.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38 V29	archived		partially characterized antibody	
ENCFF698LBS	bam	bam		unfiltered alignments	GRCh38	ENCSR285QHT	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										NONO-human	RNA				ultraviolet irradiation	reverse	2023-02-03	ENCODE		see document	175-300	2	2_1		63					/files/ENCFF060HVC/	298795587	Gene Yeo, UCSD	7b2131d1c0660fe9529857f7f7660ea4		https://www.encodeproject.org/files/ENCFF698LBS/@@download/ENCFF698LBS.bam	V29			archived	s3://encode-public/2022/01/12/862b75d1-3514-4df5-ac4f-2216e7b26845/ENCFF698LBS.bam	https://datasetencode.blob.core.windows.net/dataset/2022/01/12/862b75d1-3514-4df5-ac4f-2216e7b26845/ENCFF698LBS.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38 V29	archived		partially characterized antibody	
ENCFF492OOJ	bam	bam		alignments	GRCh38	ENCSR285QHT	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										NONO-human	RNA				ultraviolet irradiation	reverse	2023-02-03	ENCODE		see document	175-300	1	1_1		63					/files/ENCFF605EDS/	146239184	Gene Yeo, UCSD	43cfa0fe702d9cd2891b57d39d228e23		https://www.encodeproject.org/files/ENCFF492OOJ/@@download/ENCFF492OOJ.bam	V29			archived	s3://encode-public/2022/01/12/25f3f2cf-7bbd-413a-9585-f35b22c3d2c0/ENCFF492OOJ.bam	https://datasetencode.blob.core.windows.net/dataset/2022/01/12/25f3f2cf-7bbd-413a-9585-f35b22c3d2c0/ENCFF492OOJ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38 V29	archived		partially characterized antibody	
ENCFF483TEX	bam	bam		unfiltered alignments	GRCh38	ENCSR293FWY	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										DDX1-human	RNA				ultraviolet irradiation	reverse	2023-02-03	ENCODE		see document	175-300	2	2_1		64					/files/ENCFF507WKA/	465729224	Gene Yeo, UCSD	4bb8bc1830a82d9e99e943e90b38da9e		https://www.encodeproject.org/files/ENCFF483TEX/@@download/ENCFF483TEX.bam	V29			released	s3://encode-public/2022/01/12/ee1f12f8-9c2d-45a3-8d3b-48ce89bb26a1/ENCFF483TEX.bam	https://datasetencode.blob.core.windows.net/dataset/2022/01/12/ee1f12f8-9c2d-45a3-8d3b-48ce89bb26a1/ENCFF483TEX.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38 V29	released			
